timestamp,target_tid,target_name,cal1_tids,cal1_name,cal2_tids,cal2_name,beams,node,starttime,endtime,runtime,failures
1578702417.008100,191004041,S1346+5815,191004021-191004030,3C138,191005021-191005030,3C196,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-11 00:26:57.675175,,,
1578716947.008200,191004041,S1346+5815,-,-,-,-,-,happili-02,-,2020-01-11 04:29:06.680185,18:22:43.365365,"B014: FAILED on split,preflag,preflag"
1578729173.008700,191005041,S2207+4114,191005011-191005020,3C196,191006011-191006020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-11 07:52:53.288570,,,
1578731617.008800,191005041,S2207+4114,-,-,-,-,-,happili-01,-,2020-01-11 08:33:37.492467,15:39:53.139995,
1578734838.009400,191004041,S1346+5815,-,-,-,-,-,happili-04,-,2020-01-11 09:27:17.588212,16:06:03.375030,
1578746484.010200,191005041,S2207+4114,191005031-191005040,3C196,191006031-191006040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-11 12:41:24.584390,,,
1578761400.010300,191004041,S1346+5815,-,-,-,-,-,happili-03,-,2020-01-11 16:49:59.535084,16:22:58.424733,"B021: FAILED on crosscal,scal"
1578772404.010800,191005041,S2207+4114,191005021-191005030,3C196,191006021-191006030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-11 19:53:24.384450,,,
1578785614.010900,191005041,S2207+4114,-,-,-,-,-,happili-02,-,2020-01-11 23:33:33.417774,15:40:36.344823,
1578804780.011400,191005041,S2207+4114,-,-,-,-,-,happili-04,-,2020-01-12 04:52:59.047487,16:11:31.722304,
1578833636.011900,191005041,S2207+4114,-,-,-,-,-,happili-03,-,2020-01-12 12:53:55.035052,17:00:29.234897,B021: FAILED on crosscal
1578918627.012400,191223022,M0155+3356,191223011-191223020,3C147,191224031-191224040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-13 12:30:27.752966,,,
1578919097.012500,191223022,M0155+3356,191222002-191222011,3C147,191224001-191224010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-13 12:38:17.497623,,,
1578919175.012600,191223022,M0155+3356,191222012-191222021,3C147,191224011-191224020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-13 12:39:35.266054,,,
1578919358.012700,191223022,M0155+3356,191223001-191223010,3C147,191224021-191224030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-13 12:42:38.311128,,,
1578966233.012900,191223022,M0155+3356,-,-,-,-,-,happili-01,-,2020-01-14 01:43:53.538736,13:05:35.387098,
1578967080.013100,191223022,M0155+3356,-,-,-,-,-,happili-03,-,2020-01-14 01:57:59.819820,13:15:19.798976,
1578967701.013300,191223022,M0155+3356,-,-,-,-,-,happili-04,-,2020-01-14 02:08:20.547418,13:37:51.819955,
1578971068.013900,191223022,M0155+3356,-,-,-,-,-,happili-02,-,2020-01-14 03:04:26.942793,14:24:50.647995,
1578974954.014400,191229014,M0155+3356,191228042-191228051,3C147,191230001-191230010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-14 04:09:14.241367,,,
1578977414.014800,191229014,M0155+3356,191228062-191229002,3C147,191230021-191230030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-14 04:50:14.443092,,,
1578977882.015000,191229014,M0155+3356,191229003-191229012,3C147,191230031-191230040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-14 04:58:01.768630,,,
1578981627.015200,191229014,M0155+3356,191228052-191228061,3C147,191230011-191230020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-14 06:00:26.837606,,,
1579027199.015300,191229014,M0155+3356,-,-,-,-,-,happili-03,-,2020-01-14 18:39:58.518838,13:49:40.117008,
1579027341.015500,191229014,M0155+3356,-,-,-,-,-,happili-01,-,2020-01-14 18:42:20.717555,14:33:01.941401,
1579027840.015700,191229014,M0155+3356,-,-,-,-,-,happili-04,-,2020-01-14 18:50:39.127452,13:52:35.960174,
1579028136.015900,191229014,M0155+3356,-,-,-,-,-,happili-02,-,2020-01-14 18:55:35.167072,12:55:06.026127,
1579085995.017300,200104011,M0155+3356,200103042-200103051,3C147,200105001-200105010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-15 10:59:54.988289,,,
1579086204.017400,200104011,M0155+3356,200103052-200103061,3C147,200105011-200105020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-15 11:03:23.814134,,,
1579086386.017500,200104011,M0155+3356,200103062-200103071,3C147,200105021-200105030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-15 11:06:26.177994,,,
1579086511.017600,200104011,M0155+3356,200103072-200104009,3C147,200105031-200105040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-15 11:08:31.159150,,,
1579132683.017700,200104011,M0155+3356,-,-,-,-,-,happili-04,-,2020-01-15 23:58:02.183058,12:49:29.198753,
1579134668.017900,200104011,M0155+3356,-,-,-,-,-,happili-01,-,2020-01-16 00:31:07.797855,13:31:10.701789,
1579136373.018300,200104011,M0155+3356,-,-,-,-,-,happili-03,-,2020-01-16 00:59:32.363621,13:53:03.295327,
1579139591.018700,200104011,M0155+3356,-,-,-,-,-,happili-02,-,2020-01-16 01:53:10.531304,14:49:45.500522,
1579515657.004300,191009038,S1041+5058,191008195-191009007,3C147,191010001-191010010,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-20 10:20:57.590230,,,
1579515686.004400,191009038,S1041+5058,191009008-191009017,3C147,191010011-191010020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-20 10:21:26.384362,,,
1579515688.004500,191009038,S1041+5058,191009018-191009027,3C147,191010021-191010030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-20 10:21:28.481964,,,
1579515696.004600,191009038,S1041+5058,191009028-191009037,3C147,191010031-191010040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-20 10:21:35.948342,,,
1579567902.004700,191009038,S1041+5058,-,-,-,-,-,happili-01,-,2020-01-21 00:51:42.510398,14:30:43.366735,
1579571175.004900,191009038,S1041+5058,-,-,-,-,-,happili-02,-,2020-01-21 01:46:14.035421,15:24:46.436453,
1579571876.005100,191009038,S1041+5058,-,-,-,-,-,happili-04,-,2020-01-21 01:57:55.401861,15:36:18.345891,
1579577085.006000,191009039,S2221+3356,191008195-191009007,3C147,191010001-191010010,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-21 03:24:45.499537,,,
1579577758.006100,191009038,S1041+5058,-,-,-,-,-,happili-03,-,2020-01-21 03:35:57.654248,17:14:28.017498,
1579581851.006600,191009039,S2221+3356,191009008-191009017,3C147,191010011-191010020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-21 04:44:11.042429,,,
1579582346.006800,191009039,S2221+3356,191009028-191009037,3C147,191010031-191010040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-21 04:52:26.738036,,,
1579588702.007000,191009039,S2221+3356,191009018-191009027,3C147,191010021-191010030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-21 06:38:22.141296,,,
1579635340.007100,191009039,S2221+3356,-,-,-,-,-,happili-01,-,2020-01-21 19:35:40.437426,16:10:50.659013,
1579639113.007300,191009039,S2221+3356,-,-,-,-,-,happili-04,-,2020-01-21 20:38:32.604884,15:46:04.845848,
1579644243.008000,191010041,M1403+5324,191010001-191010010,3C138,191011001-191011010,3C147,"0,1,2,4,5,6,7,8,9",happili-01,2020-01-21 22:04:03.178544,,,
1579647921.008100,191009039,S2221+3356,-,-,-,-,-,happili-02,-,2020-01-21 23:05:20.287913,18:21:06.316874,
1579649359.008400,191010041,M1403+5324,191010031-191010040,3C138,191011031-191011040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-21 23:29:19.519828,,,
1579650056.008500,191009039,S2221+3356,-,-,-,-,-,happili-03,-,2020-01-21 23:40:55.319293,17:02:30.246192,
1579658700.009200,191010041,M1403+5324,191010011-191010020,3C138,191011011-191011020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-22 02:05:00.371486,,,
1579660882.009400,191010041,M1403+5324,191010021-191010030,3C138,191011021-191011030,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-22 02:41:21.878065,,,
1579702014.009500,191010041,M1403+5324,-,-,-,-,-,happili-01,-,2020-01-22 14:06:53.924597,16:02:48.640459,B007: FAILED on scal
1579710085.010400,191011041,S2210+4606,191011001-191011010,3C147,191012001-191012010,3C138,"0,1,2,4,5,6,7,8,9",happili-01,2020-01-22 16:21:24.688077,,,
1579713725.010500,191010041,M1403+5324,-,-,-,-,-,happili-04,-,2020-01-22 17:22:04.680173,17:52:42.643931,
1579719773.010900,191010041,M1403+5324,-,-,-,-,-,happili-02,-,2020-01-22 19:02:53.045994,16:57:49.325887,
1579724831.011200,191011041,S2210+4606,191011031-191011040,3C147,191012031-191012040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-22 20:27:11.334338,,,
1579730192.011300,191010041,M1403+5324,-,-,-,-,-,happili-03,-,2020-01-22 21:56:31.509668,19:15:06.790109,
1579740338.012000,191011041,S2210+4606,191011011-191011020,3C147,191012011-191012020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-23 00:45:37.874361,,,
1579743387.012200,191011041,S2210+4606,191011021-191011030,3C147,191012021-191012030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-23 01:36:27.182301,,,
1579767046.012300,191011041,S2210+4606,-,-,-,-,-,happili-01,-,2020-01-23 08:10:46.648229,15:49:17.722299,
1579774634.012800,191012041,S1318+5550,191012001-191012010,3C138,191013001-191013010,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-23 10:17:14.332317,,,
1579785576.012900,191011041,S2210+4606,-,-,-,-,-,happili-04,-,2020-01-23 13:19:35.350745,16:52:21.088035,
1579796699.013400,191012041,S1318+5550,191012031-191012040,3C138,191013031-191013040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-23 16:24:58.990490,,,
1579801745.013500,191011041,S2210+4606,-,-,-,-,-,happili-02,-,2020-01-23 17:49:04.546699,17:03:20.842812,
1579808371.013900,191011041,S2210+4606,-,-,-,-,-,happili-03,-,2020-01-23 19:39:30.132171,18:03:01.645736,
1579812680.014400,191012041,S1318+5550,191012011-191012020,3C138,191013011-191013020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-23 20:51:19.962754,,,
1579819564.014600,191012041,S1318+5550,191012021-191012030,3C138,191013021-191013030,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-23 22:46:04.484757,,,
1579845775.014700,191012041,S1318+5550,-,-,-,-,-,happili-01,-,2020-01-24 06:02:55.007700,19:45:36.843429,
1579855232.015200,191012042,M0141+3356,191012001-191012010,3C138,191013001-191013010,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-24 08:40:32.666029,,,
1579863894.015300,191012041,S1318+5550,-,-,-,-,-,happili-04,-,2020-01-24 11:04:53.278962,18:39:49.837696,
1579875081.015800,191012042,M0141+3356,191012031-191012040,3C138,191013031-191013040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-24 14:11:21.069557,,,
1579876751.015900,191012041,S1318+5550,-,-,-,-,-,happili-02,-,2020-01-24 14:39:10.266116,17:47:45.885977,
1579876751.015900,191012041,S1318+5550,-,-,-,-,-,happili-02,-,2020-01-24 14:39:10.266116,17:47:45.885977,
1579887989.016400,191012042,M0141+3356,191012011-191012020,3C138,191013011-191013020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-24 17:46:29.445260,,,
1579899729.016500,191012041,S1318+5550,-,-,-,-,-,happili-03,-,2020-01-24 21:02:08.398192,22:16:00.427597,
1579911667.017000,191012042,M0141+3356,191012021-191012030,3C138,191013021-191013030,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-25 00:21:07.310982,,,
1579915432.017100,191012042,M0141+3356,-,-,-,-,-,happili-01,-,2020-01-25 01:23:52.090578,16:43:16.663166,
1579927387.017600,191013041,S2215+3622,191013001-191013010,3C147,191014001-191014010,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-25 04:43:07.518991,,,
1579935819.017700,191012042,M0141+3356,-,-,-,-,-,happili-04,-,2020-01-25 07:03:38.424819,16:52:13.427407,
1579947280.018200,191013041,S2215+3622,191013031-191013040,3C147,191014031-191014040,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-25 10:14:40.359225,,,
1579949961.018300,191012042,M0141+3356,-,-,-,-,-,happili-02,-,2020-01-25 10:59:20.712794,17:12:48.913168,
1579963196.018800,191013041,S2215+3622,191013011-191013020,3C147,191014011-191014020,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-25 14:39:56.099078,,,
1579977631.018900,191012042,M0141+3356,-,-,-,-,-,happili-03,-,2020-01-25 18:40:30.780139,18:19:20.076679,
1579984303.019300,191013041,S2215+3622,-,-,-,-,-,happili-01,-,2020-01-25 20:31:43.369946,15:48:33.578384,
1579989583.019800,191013041,S2215+3622,191013021-191013030,3C147,191014021-191014030,3C138,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-25 21:59:43.126094,,,
1580016504.020000,191013041,S2215+3622,-,-,-,-,-,happili-04,-,2020-01-26 05:28:23.161434,19:13:39.015633,
1580024605.020400,191013041,S2215+3622,-,-,-,-,-,happili-02,-,2020-01-26 07:43:24.588570,17:03:23.849118,
1580058257.021000,191013041,S2215+3622,-,-,-,-,-,happili-03,-,2020-01-26 17:04:15.946923,19:04:29.328154,
1580209143.021500,191014041,S1320+6041,191014001-191014010,3C138,191014056-191014065,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-28 10:59:03.108772,,,
1580210413.021600,191014041,S1320+6041,191014011-191014020,3C138,191014066-191015007,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-28 11:20:13.655610,,,
1580210415.021700,191014041,S1320+6041,191014021-191014030,3C138,191015008-191015017,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-28 11:20:15.405346,,,
1580210416.021800,191014041,S1320+6041,191014031-191014040,3C138,191015018-191015027,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-28 11:20:16.713328,,,
1580265362.021900,191014041,S1320+6041,-,-,-,-,-,happili-01,-,2020-01-29 02:36:01.786086,15:36:56.692748,
1580269239.022100,191014041,S1320+6041,-,-,-,-,-,happili-02,-,2020-01-29 03:40:38.213320,16:20:21.260843,
1580272131.022500,191014041,S1320+6041,-,-,-,-,-,happili-04,-,2020-01-29 04:28:50.667113,17:08:32.710183,
1580277292.023200,191014041,S1320+6041,-,-,-,-,-,happili-03,-,2020-01-29 05:54:50.949755,18:34:34.008432,
1580302862.023900,191024043,S1402+3622,191024003-191024012,3C147,191025001-191025010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-29 13:01:01.914047,,,
1580302894.024000,191024043,S1402+3622,191024033-191024042,3C147,191025031-191025040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-29 13:01:33.970342,,,
1580302895.024100,191024043,S1402+3622,191024013-191024022,3C147,191025011-191025020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-29 13:01:35.734224,,,
1580302895.024200,191024043,S1402+3622,191024023-191024032,3C147,191025021-191025030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-29 13:01:35.776613,,,
1580356577.024300,191024043,S1402+3622,-,-,-,-,-,happili-02,-,2020-01-30 03:56:16.173294,14:54:39.336879,
1580357155.024500,191024043,S1402+3622,-,-,-,-,-,happili-01,-,2020-01-30 04:05:55.645847,15:04:51.549691,
1580360651.024700,191024043,S1402+3622,-,-,-,-,-,happili-03,-,2020-01-30 05:04:09.784245,16:02:32.847748,
1580363291.025100,191024043,S1402+3622,-,-,-,-,-,happili-04,-,2020-01-30 05:48:10.471760,16:46:35.201046,
1580369864.026000,191024044,M0155+3622,191024003-191024012,3C147,191025001-191025010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-01-30 07:37:43.848668,,,
1580370737.026200,191024044,M0155+3622,191024013-191024022,3C147,191025011-191025020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-01-30 07:52:17.521451,,,
1580373382.026400,191024044,M0155+3622,191024023-191024032,3C147,191025021-191025030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-01-30 08:36:22.080573,,,
1580376743.026600,191024044,M0155+3622,191024033-191024042,3C147,191025031-191025040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-01-30 09:32:23.576924,,,
1580431631.026700,191024044,M0155+3622,-,-,-,-,-,happili-01,-,2020-01-31 00:47:11.402167,17:09:23.118931,
1580432856.026900,191024044,M0155+3622,-,-,-,-,-,happili-02,-,2020-01-31 01:07:35.247805,17:15:13.059072,B015: FAILED on scal
1580437330.027100,191024044,M0155+3622,-,-,-,-,-,happili-03,-,2020-01-31 02:22:09.359603,17:45:43.096334,B021: FAILED on continuum
1580439126.027300,191024044,M0155+3622,-,-,-,-,-,happili-04,-,2020-01-31 02:52:05.852783,17:19:39.548150,
1580646021.028700,191025081,M0155+3622,191025041-191025050,3C295,191027003-191027012,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-02 12:20:21.196792,,,
1580646041.028800,191025081,M0155+3622,191025071-191025080,3C295,191027033-191027042,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-02 12:20:41.645617,,,
1580646042.028900,191025081,M0155+3622,191025061-191025070,3C295,191027023-191027032,3C138,"20,21,22,23,24,25,27,28,29",happili-03,2020-02-02 12:20:42.538868,,,
1580646043.029000,191025081,M0155+3622,191025051-191025060,3C295,191027013-191027022,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-02 12:20:43.379805,,,
1580687690.029100,191025081,M0155+3622,-,-,-,-,-,happili-04,-,2020-02-02 23:54:49.082021,11:34:06.405043,"B030: FAILED on crosscal,scal, B031: FAILED on crosscal,scal, B032: FAILED on crosscal, B033: FAILED on crosscal,scal, B034: FAILED on crosscal,scal, B035: FAILED on crosscal,scal, B036: FAILED on crosscal,scal, B037: FAILED on crosscal,scal, B038: FAILED on crosscal,scal, B039: FAILED on crosscal"
1580690947.029600,191026001,S1408+3356,191025071-191025080,3C295,191027033-191027042,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-03 00:49:07.679927,,,
1580693237.029700,191025081,M0155+3622,-,-,-,-,-,happili-01,-,2020-02-03 01:27:17.358330,13:06:53.871576,"B000: FAILED on crosscal,scal, B001: FAILED on crosscal,scal, B002: FAILED on crosscal,scal, B003: FAILED on crosscal, B004: FAILED on crosscal, B005: FAILED on crosscal,scal, B006: FAILED on crosscal,scal, B007: FAILED on crosscal, B008: FAILED on crosscal,scal"
1580693985.029900,191025081,M0155+3622,-,-,-,-,-,happili-02,-,2020-02-03 01:39:44.248836,13:18:59.636926,"B011: FAILED on crosscal,scal, B012: FAILED on crosscal,scal, B013: FAILED on crosscal, B014: FAILED on crosscal,scal, B015: FAILED on crosscal,scal, B017: FAILED on crosscal,scal"
1580695028.030100,191025081,M0155+3622,-,-,-,-,-,happili-03,-,2020-02-03 01:57:07.322827,13:36:23.646501,"B020: FAILED on crosscal,scal, B021: FAILED on crosscal,scal, B022: FAILED on crosscal,scal, B023: FAILED on crosscal,scal, B025: FAILED on crosscal, B027: FAILED on crosscal,scal, B028: FAILED on crosscal,scal, B029: FAILED on crosscal"
1580699314.031000,191026001,S1408+3356,191025061-191025070,3C295,191027023-191027032,3C138,"20,21,22,23,24,25,27,28,29",happili-03,2020-02-03 03:08:33.795976,,,
1580699697.031200,191026001,S1408+3356,191025041-191025050,3C295,191027003-191027012,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-03 03:14:57.089735,,,
1580699919.031400,191026001,S1408+3356,191025051-191025060,3C295,191027013-191027022,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-03 03:18:39.332177,,,
1580936508.035200,200128124,M1403+5324,200128084-200128093,3C147,200130001-200130010,3C286,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-05 21:01:48.659708,,,
1580936509.035300,200128124,M1403+5324,200128094-200128103,3C147,200130011-200130020,3C286,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-05 21:01:49.314638,,,
1580936510.035400,200128124,M1403+5324,200128114-200128123,3C147,200130031-200130040,3C286,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-05 21:01:50.370959,,,
1580936512.035500,200128124,M1403+5324,200128104-200128113,3C147,200130021-200130030,3C286,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-02-05 21:01:51.930156,,,
1580982247.035600,200128124,M1403+5324,-,-,-,-,-,happili-01,-,2020-02-06 09:44:06.962071,12:42:16.836017,B007: FAILED on scal
1580984525.035800,200128124,M1403+5324,-,-,-,-,-,happili-02,-,2020-02-06 10:22:04.261316,13:20:13.835147,
1580984732.036000,200128124,M1403+5324,-,-,-,-,-,happili-04,-,2020-02-06 10:25:32.011467,13:23:40.784765,
1580986063.036200,200128124,M1403+5324,-,-,-,-,-,happili-03,-,2020-02-06 10:47:42.855418,13:45:49.872795,B023: FAILED on continuum
1581078082.037600,191025081,M0155+3622,191025071-191025080,3C295,191027033-191027042,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-07 12:21:21.850236,,,
1581078083.037700,191025081,M0155+3622,191025061-191025070,3C295,191027023-191027032,3C138,"20,21,22,23,24,25,27,28,29",happili-03,2020-02-07 12:21:23.453599,,,
1581078084.037800,191025081,M0155+3622,191025051-191025060,3C295,191027013-191027022,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-07 12:21:23.804979,,,
1581078123.037900,191014041,S1320+6041,191014001-191014010,3C138,191014056-191014065,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-07 12:22:03.663770,,,
1581124839.038200,191025081,M0155+3622,191025041-191025050,3C295,191027003-191027012,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-08 01:20:39.002275,,,
1581127439.038300,191025081,M0155+3622,-,-,-,-,-,happili-03,-,2020-02-08 02:03:58.158584,13:42:33.628739,"B021: FAILED on continuum, B025: FAILED on crosscal,convert"
1581131199.038700,191025081,M0155+3622,-,-,-,-,-,happili-02,-,2020-02-08 03:06:38.834784,14:45:14.015834,
1581131968.038900,191025081,M0155+3622,-,-,-,-,-,happili-04,-,2020-02-08 03:19:28.040641,14:58:05.223920,"B031: FAILED on crosscal,convert"
1581132288.039200,191026001,S1408+3356,191025061-191025070,3C295,191027023-191027032,3C138,"20,21,22,23,24,25,27,28,29",happili-03,2020-02-08 03:24:48.741299,,,
1581141864.039800,191026001,S1408+3356,191025071-191025080,3C295,191027033-191027042,3C138,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-08 06:04:23.888044,,,
1581142356.040000,191026001,S1408+3356,191025051-191025060,3C295,191027013-191027022,3C138,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-08 06:12:36.103195,,,
1581162317.040200,191025081,M0155+3622,-,-,-,-,-,happili-01,-,2020-02-08 11:45:17.039641,10:24:35.631425,"B000: FAILED on split,preflag,convert,scal, B001: FAILED on split,preflag,convert,scal, B002: FAILED on split,preflag,convert,scal, B003: FAILED on split,preflag,scal, B004: FAILED on split,preflag,scal, B005: FAILED on split,preflag,convert,scal, B006: FAILED on split,preflag,convert,scal, B007: FAILED on split,preflag,scal, B008: FAILED on split,preflag,convert,scal, B009: FAILED on split,preflag,scal"
1581165384.040700,191026001,S1408+3356,191025041-191025050,3C295,191027003-191027012,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-08 12:36:24.255426,,,
1581182375.040800,191026001,S1408+3356,-,-,-,-,-,happili-03,-,2020-02-08 17:19:34.795060,13:54:43.368420,"B025: FAILED on crosscal,convert"
1581191842.041300,191027043,S1401+3130,191027023-191027032,3C138,191028021-191028030,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-02-08 19:57:21.845427,,,
1581195918.041400,191026001,S1408+3356,-,-,-,-,-,happili-04,-,2020-02-08 21:05:18.069517,15:00:51.076983,"B031: FAILED on crosscal,convert"
1581199205.041600,191026001,S1408+3356,-,-,-,-,-,happili-02,-,2020-02-08 22:00:04.795858,15:47:27.590817,
1581205330.042300,191027043,S1401+3130,191027033-191027042,3C138,191028031-191028040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-08 23:42:10.219393,,,
1581209577.042500,191027043,S1401+3130,191027013-191027022,3C138,191028011-191028020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-09 00:52:57.460721,,,
1581225380.042600,191026001,S1408+3356,-,-,-,-,-,happili-01,-,2020-02-09 05:16:19.916058,16:39:53.244427,"B000: FAILED on split,preflag,convert,scal, B001: FAILED on split,preflag,convert,scal, B002: FAILED on split,preflag,convert,scal, B003: FAILED on split,preflag,convert,scal, B004: FAILED on split,preflag,convert,scal, B005: FAILED on split,preflag,convert,scal, B006: FAILED on split,preflag,convert,scal, B007: FAILED on split,preflag,convert,scal, B008: FAILED on split,preflag,convert,scal, B009: FAILED on split,preflag,convert,scal"
1581229091.043100,191027043,S1401+3130,191027003-191027012,3C138,191028001-191028010,3C147,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-09 06:18:11.149030,,,
1581254333.043200,191027043,S1401+3130,-,-,-,-,-,happili-03,-,2020-02-09 13:18:52.634571,17:21:28.228265,
1581258074.043400,191027043,S1401+3130,-,-,-,-,-,happili-04,-,2020-02-09 14:21:13.181782,14:38:58.996016,"B031: FAILED on crosscal,convert"
1581269889.044200,191027043,S1401+3130,-,-,-,-,-,happili-02,-,2020-02-09 17:38:08.295557,16:45:08.145460,
1581292256.044700,191027043,S1401+3130,-,-,-,-,-,happili-01,-,2020-02-09 23:50:55.719700,17:32:40.662328,"B002: FAILED on crosscal,convert"
1581333666.045200,191027044,M0155+3622,191027023-191027032,3C138,191028021-191028030,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-02-10 11:21:06.349753,,,
1581333670.045300,191027044,M0155+3622,191027033-191027042,3C138,191028031-191028040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-10 11:21:10.544280,,,
1581333671.045400,191027044,M0155+3622,191027013-191027022,3C138,191028011-191028020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-10 11:21:10.865223,,,
1581337290.045500,191027044,M0155+3622,191027013-191027022,3C138,191028011-191028020,3C147,"10,11,12,13,14,15,16,17,18,19",happili-02,2020-02-10 12:21:29.817481,,,
1581337291.045600,191027044,M0155+3622,191027023-191027032,3C138,191028021-191028030,3C147,"20,21,22,23,24,25,26,27,28,29",happili-03,2020-02-10 12:21:30.941150,,,
1581337292.045700,191027044,M0155+3622,191027033-191027042,3C138,191028031-191028040,3C147,"30,31,32,33,34,35,36,37,38,39",happili-04,2020-02-10 12:21:31.528044,,,
1581337307.045800,191025081,M0155+3622,191025041-191025050,3C295,191027003-191027012,3C138,"0,1,2,3,4,5,6,7,8,9",happili-01,2020-02-10 12:21:47.522071,,,
1581388248.045900,191027044,M0155+3622,-,-,-,-,-,happili-02,-,2020-02-11 02:30:47.922879,14:09:17.098167,
1581388962.046100,191027044,M0155+3622,-,-,-,-,-,happili-04,-,2020-02-11 02:42:41.885043,14:21:09.210000,
