taskid,beam,pass,s_in,s_out,rat,peak_mJy,peak_sig,rusc-,rusc+,D,N2,P2,Ex-2,Ex+2
191115040,37,True,41.2,35.2,1.17,34.8,987.0,3.8,5.5,260.0,1.9,2.3,240.0,329.0
191115040,38,True,48.6,42.5,1.14,42.2,992.9,3.6,5.3,276.0,1.8,2.0,197.0,255.0
191115040,39,True,58.7,51.9,1.13,13.0,249.7,3.7,7.4,67.0,1.8,2.0,192.0,252.0
191115041,0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191115041,1,False,63.7,54.1,1.18,20.9,385.2,4.2,5.3,92.0,2.0,2.2,314.0,370.0
191115041,2,False,46.8,37.0,1.27,212.2,5738.7,6.6,6.5,869.0,2.6,2.9,456.0,525.0
191115041,3,True,37.3,33.0,1.13,41.2,1248.0,3.9,6.5,320.0,1.7,2.1,207.0,309.0
191115041,4,False,43.1,33.8,1.28,47.8,1414.6,4.2,5.2,337.0,2.6,2.8,461.0,518.0
191115041,5,True,37.7,32.3,1.17,61.7,1910.5,4.1,6.7,466.0,2.0,2.3,284.0,363.0
191115041,6,True,40.8,36.3,1.13,54.3,1497.5,3.7,5.4,405.0,1.6,2.0,184.0,278.0
191115041,7,True,57.9,53.6,1.08,24.2,451.6,3.5,5.1,129.0,1.5,1.6,116.0,161.0
191115041,8,False,58.7,45.8,1.28,302.1,6596.1,6.1,7.1,1081.0,2.8,3.0,505.0,540.0
191115041,9,True,42.0,34.8,1.21,25.4,731.3,4.1,6.7,178.0,2.2,2.6,347.0,453.0
191115041,10,True,35.5,30.6,1.16,57.6,1883.3,4.0,5.3,471.0,2.0,2.3,281.0,363.0
191115041,11,False,44.6,32.3,1.38,229.4,7110.4,6.2,6.1,1147.0,3.6,3.7,734.0,763.0
191115041,12,True,39.4,34.2,1.15,11.2,328.7,3.8,5.6,86.0,1.8,2.1,235.0,313.0
191115041,13,True,40.3,35.3,1.14,61.2,1733.1,4.0,5.5,433.0,1.8,2.1,227.0,315.0
191115041,14,True,52.1,45.2,1.15,125.8,2783.2,4.0,5.0,696.0,1.9,2.1,242.0,302.0
191115041,15,False,63.3,44.3,1.43,19.4,437.8,6.3,6.3,69.0,3.7,3.9,751.0,793.0
191115041,16,True,37.3,32.0,1.16,40.1,1251.1,4.3,5.4,291.0,2.0,2.3,279.0,374.0
191115041,17,False,47.7,33.8,1.41,38.0,1125.6,6.3,5.8,179.0,3.6,3.8,764.0,812.0
191115041,18,False,40.4,31.6,1.28,11.9,377.2,4.4,7.5,86.0,2.7,2.9,484.0,549.0
191115041,19,True,38.9,34.4,1.13,26.5,770.2,3.7,5.4,208.0,1.7,2.0,210.0,285.0
191115041,20,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191115041,21,False,99.4,57.4,1.73,954.3,16618.2,6.3,6.2,2638.0,5.8,5.6,411.0,397.0
191115041,22,False,49.3,34.4,1.43,20.6,597.7,5.9,6.1,101.0,3.7,4.0,774.0,847.0
191115041,23,True,36.5,30.8,1.19,73.2,2376.8,4.0,5.5,594.0,2.1,2.5,315.0,418.0
191115041,24,True,37.4,31.7,1.18,93.9,2967.5,4.4,5.6,674.0,2.1,2.4,304.0,398.0
191115041,25,False,46.0,37.6,1.23,26.4,702.4,4.0,5.8,176.0,2.3,2.6,378.0,446.0
191115041,26,True,37.3,33.2,1.12,34.8,1046.7,3.5,5.5,299.0,1.6,2.0,180.0,274.0
191115041,27,False,48.7,34.5,1.41,43.2,1252.1,5.8,6.8,216.0,3.5,3.7,706.0,758.0
191115041,28,False,40.8,31.5,1.3,37.4,1188.9,5.3,5.9,224.0,2.9,3.0,545.0,577.0
191115041,29,True,36.6,32.5,1.13,41.8,1288.2,3.7,5.5,348.0,1.7,2.0,197.0,295.0
191115041,30,True,39.3,32.3,1.22,118.9,3677.6,5.6,6.6,657.0,2.3,2.5,363.0,438.0
191115041,31,True,39.3,35.5,1.11,22.0,619.1,3.6,5.5,172.0,1.6,1.9,174.0,250.0
191115041,32,True,41.5,37.3,1.11,23.6,632.0,3.5,5.4,181.0,1.5,1.8,150.0,246.0
191115041,33,False,58.3,47.5,1.23,330.0,6950.5,5.2,5.7,1337.0,2.5,2.6,450.0,471.0
191115041,34,False,47.6,36.3,1.31,241.5,6656.7,6.2,6.5,1074.0,3.0,3.1,582.0,622.0
191115041,35,True,39.1,32.4,1.21,176.4,5449.1,4.4,5.4,1238.0,2.2,2.4,356.0,397.0
191115041,36,True,37.7,32.9,1.15,35.5,1080.5,4.1,5.0,264.0,1.8,2.1,235.0,319.0
191115041,37,True,39.4,32.5,1.21,131.5,4045.6,4.2,5.7,963.0,2.3,2.5,380.0,434.0
191115041,38,True,47.0,41.0,1.15,114.7,2800.0,5.2,5.7,538.0,1.9,2.1,252.0,325.0
191115041,39,True,54.1,48.2,1.12,24.5,508.9,3.6,5.3,141.0,1.5,1.9,157.0,250.0
191116041,0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191116041,1,False,92.7,54.2,1.71,1271.3,23455.9,7.7,7.7,3046.0,5.5,5.6,1537.0,1567.0
191116041,2,False,44.6,35.0,1.28,198.4,5674.1,6.3,6.0,901.0,2.7,2.9,498.0,556.0
191116041,3,False,40.9,32.5,1.26,201.5,6193.1,5.8,5.8,1068.0,2.7,2.8,489.0,544.0
191116041,4,True,40.4,34.0,1.19,33.4,984.3,3.8,5.6,259.0,2.0,2.3,300.0,373.0
191116041,5,True,40.6,35.9,1.13,16.8,466.7,3.6,5.7,130.0,1.7,2.0,194.0,288.0
191116041,6,True,43.2,39.4,1.1,16.6,420.8,3.5,5.3,120.0,1.5,1.8,146.0,230.0
191116041,7,False,61.3,54.6,1.12,124.6,2284.8,3.7,5.2,617.0,1.6,1.8,156.0,213.0
191116041,8,True,56.6,49.1,1.15,40.1,816.9,4.0,5.3,204.0,1.8,2.0,229.0,304.0
191116041,9,False,43.4,35.1,1.24,33.9,966.1,4.5,7.9,215.0,2.4,2.7,433.0,517.0
191116041,10,False,42.7,30.5,1.4,263.5,8635.2,8.2,8.4,1053.0,3.7,3.8,796.0,842.0
191116041,11,False,43.0,34.7,1.24,19.9,573.3,4.9,6.0,117.0,2.5,2.7,439.0,498.0
191116041,12,True,39.8,36.2,1.1,15.9,438.2,3.6,5.2,122.0,1.5,1.8,143.0,248.0
191116041,13,True,40.2,33.9,1.18,25.3,746.5,4.0,5.5,187.0,2.1,2.4,313.0,407.0
191116041,14,True,49.1,44.9,1.09,8.8,195.2,3.5,5.3,56.0,1.5,1.7,134.0,202.0
191116041,15,False,59.4,42.7,1.39,55.1,1290.5,5.8,7.9,222.0,3.5,3.6,732.0,760.0
191116041,16,False,39.5,30.0,1.32,238.6,7945.4,6.6,6.0,1204.0,3.1,3.3,606.0,676.0
191116041,17,False,43.6,35.1,1.24,232.5,6616.9,5.9,5.6,1122.0,2.5,2.7,447.0,507.0
191116041,18,True,37.1,33.2,1.12,8.6,259.2,3.6,5.4,72.0,1.6,1.9,184.0,275.0
191116041,19,True,40.0,35.3,1.13,37.3,1055.6,3.9,5.7,271.0,1.7,2.1,218.0,319.0
191116041,20,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191116041,21,False,100.0,59.5,1.68,136.1,2287.9,5.9,6.4,388.0,5.3,5.2,394.0,379.0
191116041,22,True,43.3,35.5,1.22,31.2,880.2,4.3,5.3,205.0,2.2,2.4,364.0,409.0
191116041,23,False,39.7,31.7,1.25,75.1,2368.9,4.7,7.8,504.0,2.5,2.8,458.0,532.0
191116041,24,True,43.3,36.1,1.2,10.2,281.9,3.9,6.1,72.0,2.2,2.4,342.0,399.0
191116041,25,True,39.1,33.4,1.17,25.2,757.0,3.8,5.8,199.0,2.0,2.3,284.0,372.0
191116041,26,True,40.5,34.4,1.18,118.9,3456.4,4.5,6.2,768.0,2.0,2.3,305.0,390.0
191116041,27,False,56.1,40.0,1.4,21.4,536.4,4.7,7.2,114.0,3.5,3.5,750.0,751.0
191116041,28,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191116041,29,False,64.3,39.2,1.64,52.1,1330.8,6.5,8.2,205.0,5.2,5.0,1250.0,1197.0
191116041,30,False,47.2,33.0,1.43,42.3,1282.8,5.8,7.3,221.0,3.8,4.0,805.0,863.0
191116041,31,False,44.2,35.3,1.25,109.7,3104.2,5.8,6.1,535.0,2.6,2.8,478.0,542.0
191116041,32,False,53.7,40.5,1.33,429.2,10605.4,6.9,6.2,1537.0,3.2,3.3,626.0,672.0
191116041,33,True,57.0,50.0,1.14,107.3,2144.3,3.8,5.2,564.0,1.8,2.0,242.0,297.0
191116041,34,True,42.8,37.0,1.16,39.4,1063.1,4.0,6.1,266.0,1.9,2.1,263.0,343.0
191116041,35,True,38.9,34.1,1.14,28.4,834.2,3.6,5.3,232.0,1.7,2.1,206.0,316.0
191116041,36,False,43.8,33.7,1.3,37.0,1099.2,4.7,6.6,234.0,2.9,3.1,566.0,617.0
191116041,37,False,72.6,36.5,1.99,1216.5,33342.2,8.8,7.8,3789.0,7.0,7.4,1777.0,1896.0
191116041,38,True,50.4,42.3,1.19,298.0,7043.1,4.7,5.7,1499.0,2.2,2.3,346.0,396.0
191116041,39,True,57.5,48.6,1.18,396.7,8161.5,5.8,5.9,1407.0,2.3,2.4,375.0,424.0
191117038,0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191117038,1,False,63.1,56.3,1.12,39.1,694.2,3.8,5.0,183.0,1.7,1.8,188.0,233.0
191117038,2,True,43.8,37.0,1.18,44.5,1204.0,3.9,5.6,309.0,2.0,2.4,253.0,329.0
191117038,3,True,39.5,35.0,1.13,21.6,617.9,3.5,5.7,177.0,1.6,2.0,155.0,245.0
191117038,4,True,38.7,33.8,1.15,10.4,307.1,3.7,7.0,83.0,1.8,2.1,190.0,266.0
191117038,5,False,58.8,44.7,1.32,6.5,145.4,4.0,7.3,36.0,2.9,2.9,445.0,441.0
191117038,6,True,47.8,40.1,1.19,89.7,2235.6,5.5,5.7,406.0,2.2,2.5,291.0,356.0
191117038,7,False,61.3,55.8,1.1,26.6,477.7,3.4,5.4,140.0,1.5,1.7,108.0,162.0
191117038,8,True,54.0,49.8,1.08,39.8,799.0,3.5,5.0,228.0,1.4,1.7,96.0,158.0
191117038,9,True,44.8,38.8,1.15,23.4,604.0,3.9,5.5,155.0,1.9,2.1,215.0,276.0
191117038,10,False,40.4,32.4,1.25,91.6,2826.3,4.3,6.6,657.0,2.6,2.8,385.0,437.0
191117038,11,True,45.6,37.6,1.21,27.4,729.4,4.0,5.6,182.0,2.2,2.6,296.0,387.0
191117038,12,True,46.4,39.1,1.19,29.2,746.9,4.1,6.2,182.0,2.1,2.4,268.0,356.0
191117038,13,True,41.0,36.7,1.12,35.2,958.2,3.6,5.3,266.0,1.6,1.9,148.0,218.0
191117038,14,True,52.5,46.1,1.14,25.8,560.9,3.8,5.3,148.0,1.8,2.1,202.0,276.0
191117038,15,False,68.2,47.8,1.43,45.4,949.4,4.8,6.0,198.0,3.7,3.7,640.0,641.0
191117038,16,False,41.8,33.0,1.27,76.7,2325.7,4.2,8.2,554.0,2.7,2.8,414.0,444.0
191117038,17,False,45.5,35.4,1.28,65.6,1851.9,4.5,5.8,412.0,2.8,3.0,437.0,499.0
191117038,18,True,41.9,35.0,1.2,33.4,955.8,3.9,5.3,245.0,2.1,2.4,265.0,350.0
191117038,19,False,44.9,36.4,1.23,60.0,1648.6,4.3,5.8,383.0,2.4,2.6,349.0,407.0
191117038,20,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191117038,21,False,88.2,60.8,1.45,65.1,1071.2,4.1,5.7,261.0,3.9,3.9,207.0,205.0
191117038,22,False,46.5,35.9,1.3,181.0,5039.4,6.6,5.9,764.0,2.9,3.1,461.0,520.0
191117038,23,True,38.2,33.1,1.15,12.8,386.2,3.6,5.2,107.0,1.7,2.1,185.0,279.0
191117038,24,False,42.0,33.7,1.25,94.6,2806.2,5.3,6.1,529.0,2.5,2.8,381.0,452.0
191117038,25,False,43.8,34.4,1.27,76.2,2214.4,4.9,5.8,452.0,2.7,2.8,431.0,448.0
191117038,26,False,50.5,37.5,1.35,98.6,2631.1,6.4,6.1,411.0,3.3,3.4,581.0,602.0
191117038,27,True,43.4,36.7,1.18,26.2,713.0,3.8,5.3,188.0,2.0,2.3,246.0,327.0
191117038,28,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191117038,29,False,53.5,38.8,1.38,60.0,1546.0,4.8,6.1,322.0,3.4,3.5,594.0,634.0
191117038,30,False,58.0,38.4,1.51,71.2,1853.4,7.4,6.5,250.0,4.3,4.4,839.0,866.0
191117038,31,False,50.5,39.3,1.29,41.4,1054.8,4.6,6.0,229.0,2.8,3.1,469.0,536.0
191117038,32,False,82.0,44.1,1.86,775.7,17575.7,9.2,9.4,1910.0,6.5,6.4,1387.0,1341.0
191117038,33,False,61.9,55.1,1.12,14.3,260.3,3.6,6.3,72.0,1.7,1.9,176.0,233.0
191117038,34,True,46.4,38.7,1.2,104.3,2694.3,4.3,5.8,627.0,2.2,2.4,312.0,352.0
191117038,35,True,43.2,35.6,1.21,39.0,1094.6,4.0,5.3,274.0,2.2,2.5,300.0,383.0
191117038,36,True,46.1,37.7,1.22,38.9,1032.2,4.3,6.6,240.0,2.3,2.7,339.0,432.0
191117038,37,True,43.4,36.7,1.18,139.7,3812.3,4.9,5.7,778.0,2.1,2.4,286.0,357.0
191117038,38,False,57.8,45.0,1.28,195.1,4338.1,5.5,6.0,789.0,2.9,3.0,491.0,500.0
191117038,39,False,72.1,51.7,1.39,159.3,3080.1,8.4,8.7,367.0,4.0,3.4,755.0,622.0
191117039,0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191117039,1,False,63.3,54.3,1.17,21.3,392.2,4.2,5.3,93.0,1.9,2.1,295.0,349.0
191117039,2,False,47.0,37.9,1.24,215.1,5680.6,5.9,6.1,963.0,2.5,2.8,417.0,491.0
191117039,3,True,42.6,35.2,1.21,42.3,1199.1,4.0,6.6,300.0,2.2,2.4,336.0,414.0
191117039,4,True,39.5,33.3,1.18,47.2,1416.9,4.0,5.7,354.0,2.0,2.3,298.0,380.0
191117039,5,True,39.5,33.6,1.18,63.7,1894.2,4.2,6.9,451.0,2.0,2.4,299.0,390.0
191117039,6,True,44.0,38.7,1.14,56.1,1449.8,3.6,5.5,403.0,1.8,2.0,221.0,292.0
191117039,7,False,67.9,59.9,1.13,25.8,431.0,3.6,5.1,120.0,1.7,1.9,180.0,220.0
191117039,8,False,58.9,47.7,1.24,309.9,6495.8,5.9,6.7,1101.0,2.5,2.7,415.0,457.0
191117039,9,False,44.1,35.9,1.23,25.3,704.1,4.1,6.7,172.0,2.4,2.6,415.0,487.0
191117039,10,False,44.4,34.0,1.31,59.7,1757.2,4.4,6.2,399.0,2.9,3.0,542.0,578.0
191117039,11,False,46.7,33.7,1.39,230.4,6839.3,6.3,6.2,1086.0,3.6,3.6,748.0,774.0
191117039,12,True,41.1,36.0,1.14,11.5,318.8,3.8,5.4,84.0,1.8,2.0,229.0,288.0
191117039,13,True,43.9,37.2,1.18,63.5,1707.0,4.0,5.9,427.0,2.0,2.3,278.0,337.0
191117039,14,False,57.8,46.2,1.25,130.3,2821.6,4.4,5.3,641.0,2.5,2.7,419.0,451.0
191117039,15,False,67.8,47.1,1.44,19.7,418.8,6.4,6.6,65.0,3.8,3.9,777.0,813.0
191117039,16,True,39.2,32.8,1.19,41.0,1247.3,4.3,5.5,290.0,2.2,2.4,352.0,425.0
191117039,17,False,48.9,35.2,1.39,39.1,1112.8,6.2,5.9,179.0,3.5,3.7,760.0,812.0
191117039,18,False,41.0,32.3,1.27,12.0,373.2,4.5,7.2,83.0,2.6,3.0,481.0,575.0
191117039,19,True,40.9,35.3,1.16,26.7,756.1,3.9,5.7,194.0,1.9,2.1,266.0,334.0
191117039,20,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191117039,21,False,104.2,59.2,1.76,975.6,16471.8,7.0,6.6,2353.0,5.9,5.8,417.0,403.0
191117039,22,False,48.5,35.2,1.38,20.9,592.4,5.4,6.2,110.0,3.4,3.6,659.0,707.0
191117039,23,True,38.0,31.5,1.21,74.3,2362.6,4.2,5.7,563.0,2.2,2.5,336.0,434.0
191117039,24,True,38.8,32.8,1.18,96.2,2931.6,4.7,5.7,624.0,2.1,2.4,305.0,392.0
191117039,25,False,49.1,39.5,1.24,30.5,770.6,4.0,5.3,193.0,2.4,2.7,402.0,472.0
191117039,26,True,38.2,34.4,1.11,35.2,1022.5,3.6,5.1,284.0,1.6,1.9,163.0,263.0
191117039,27,False,50.9,35.4,1.44,43.9,1240.3,6.2,7.1,200.0,3.7,3.9,766.0,799.0
191117039,28,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191117039,29,True,39.1,33.2,1.18,42.1,1269.0,3.9,5.5,325.0,2.0,2.3,271.0,355.0
191117039,30,True,37.2,31.2,1.19,114.7,3677.1,4.2,6.0,875.0,2.1,2.4,318.0,381.0
191117039,31,True,39.9,36.0,1.11,22.2,616.1,3.5,5.5,176.0,1.5,1.9,154.0,241.0
191117039,32,True,45.1,39.3,1.15,24.6,626.2,3.6,5.8,174.0,1.7,2.0,197.0,286.0
191117039,33,False,59.6,48.5,1.23,339.9,7009.5,5.1,5.8,1374.0,2.5,2.6,429.0,474.0
191117039,34,False,48.1,36.7,1.31,234.8,6393.2,6.1,6.2,1048.0,3.0,3.1,598.0,628.0
191117039,35,True,40.3,33.4,1.21,171.2,5132.4,4.7,5.7,1092.0,2.4,2.5,391.0,422.0
191117039,36,True,41.7,34.2,1.22,35.9,1048.5,4.7,5.8,223.0,2.3,2.5,366.0,416.0
191117039,37,True,38.1,33.5,1.14,134.1,4007.8,4.4,5.5,911.0,1.9,2.2,244.0,334.0
191117039,38,True,49.9,42.7,1.17,117.4,2750.4,5.9,6.1,466.0,2.1,2.3,311.0,372.0
191117039,39,False,60.9,53.0,1.15,26.0,491.4,3.7,5.1,133.0,1.8,2.0,239.0,297.0
191120096,0,False,36.9,29.9,1.23,116.1,3879.7,4.4,5.8,882.0,2.4,2.7,385.0,476.0
191120096,1,True,54.1,45.9,1.18,21.8,474.3,3.9,5.5,122.0,2.1,2.2,296.0,334.0
191120096,2,True,40.1,33.7,1.19,213.8,6349.2,6.4,6.0,992.0,2.2,2.5,324.0,412.0
191120096,3,True,38.0,32.9,1.15,42.3,1283.3,3.7,7.1,347.0,1.9,2.2,243.0,334.0
191120096,4,True,36.1,31.3,1.15,48.9,1560.4,3.9,5.5,400.0,1.8,2.1,225.0,322.0
191120096,5,True,37.4,32.3,1.16,60.0,1859.6,4.4,6.6,423.0,1.9,2.3,253.0,347.0
191120096,6,True,37.1,33.4,1.11,54.6,1634.4,3.6,5.2,454.0,1.6,2.0,173.0,268.0
191120096,7,True,55.8,50.9,1.1,24.7,485.8,3.5,5.2,139.0,1.5,1.7,125.0,181.0
191120096,8,False,58.5,47.2,1.24,298.6,6331.4,6.1,6.8,1038.0,2.6,2.8,424.0,478.0
191120096,9,True,37.2,31.5,1.18,26.3,835.8,4.1,6.0,204.0,2.0,2.4,291.0,393.0
191120096,10,True,36.4,30.8,1.18,56.1,1821.2,4.1,5.2,444.0,2.0,2.3,279.0,376.0
191120096,11,False,46.4,33.1,1.4,243.4,7357.5,7.4,6.1,994.0,3.6,3.8,733.0,792.0
191120096,12,True,35.4,30.6,1.16,11.1,362.6,3.8,5.8,95.0,1.9,2.1,264.0,327.0
191120096,13,True,40.2,34.8,1.16,62.2,1786.3,4.0,5.7,447.0,1.9,2.2,248.0,325.0
191120096,14,True,48.6,43.3,1.12,123.6,2852.9,3.9,5.4,731.0,1.7,1.9,200.0,260.0
191120096,15,False,61.0,44.0,1.39,19.7,446.8,6.5,6.7,69.0,3.5,3.7,683.0,754.0
191120096,16,False,40.0,32.6,1.23,39.8,1220.6,4.6,6.7,265.0,2.4,2.7,412.0,477.0
191120096,17,False,44.6,31.9,1.4,38.8,1217.5,5.7,6.0,214.0,3.5,3.8,709.0,781.0
191120096,18,False,40.2,31.4,1.28,12.3,391.0,4.5,6.7,87.0,2.8,2.9,504.0,544.0
191120096,19,True,37.6,33.5,1.12,26.4,787.7,3.7,5.3,213.0,1.7,2.0,198.0,275.0
191120096,20,True,41.1,35.9,1.15,51.8,1443.7,3.9,5.3,370.0,1.8,2.1,226.0,307.0
191120096,21,False,84.6,62.6,1.35,1031.0,16462.6,7.0,6.1,2352.0,3.7,3.5,709.0,653.0
191120096,22,False,47.7,37.0,1.29,21.1,572.0,4.8,6.0,119.0,2.8,3.0,514.0,576.0
191120096,23,False,41.1,33.2,1.24,72.2,2172.0,4.3,6.6,505.0,2.4,2.7,403.0,499.0
191120096,24,True,36.5,30.8,1.19,92.9,3019.0,4.7,6.0,642.0,2.1,2.4,322.0,392.0
191120096,25,True,37.7,33.2,1.14,25.1,756.1,3.6,5.6,210.0,1.7,2.1,187.0,296.0
191120096,26,True,36.6,32.8,1.11,35.4,1076.4,3.6,5.4,299.0,1.6,1.9,179.0,255.0
191120096,27,False,46.3,34.0,1.36,44.6,1311.8,5.6,6.4,234.0,3.2,3.4,629.0,676.0
191120096,28,False,38.7,31.2,1.24,37.3,1196.1,5.0,5.7,239.0,2.5,2.8,444.0,519.0
191120096,29,True,33.6,30.1,1.12,41.9,1392.9,3.6,5.3,387.0,1.6,2.0,181.0,297.0
191120096,30,True,34.0,29.3,1.16,113.7,3884.0,4.1,6.0,947.0,2.0,2.2,294.0,351.0
191120096,31,True,34.0,31.0,1.1,21.9,708.0,3.5,5.5,202.0,1.5,1.8,142.0,246.0
191120096,32,True,49.4,42.6,1.16,23.3,547.3,3.8,6.9,144.0,1.9,2.1,259.0,325.0
191120096,33,False,50.6,41.2,1.23,328.7,7984.6,5.3,5.9,1507.0,2.4,2.7,429.0,502.0
191120096,34,False,44.4,35.0,1.27,207.7,5933.7,5.6,6.0,1060.0,2.7,2.9,518.0,572.0
191120096,35,True,39.3,33.8,1.16,156.7,4639.9,4.6,5.5,1009.0,2.0,2.2,313.0,370.0
191120096,36,True,41.8,35.8,1.17,35.9,1003.3,4.9,5.9,205.0,2.0,2.3,288.0,366.0
191120096,37,True,44.1,39.1,1.13,135.1,3452.1,4.2,5.4,822.0,1.7,2.0,227.0,305.0
191120096,38,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191120096,39,True,55.4,51.8,1.07,23.9,461.0,3.4,5.0,136.0,1.4,1.5,111.0,153.0
191121046,0,False,44.2,29.6,1.49,139.7,4712.4,8.2,6.5,575.0,4.2,4.6,983.0,1103.0
191121046,1,True,45.5,42.5,1.07,38.6,907.8,3.4,5.0,267.0,1.4,1.6,107.0,182.0
191121046,2,True,46.1,38.3,1.21,44.8,1171.5,3.9,5.0,300.0,2.1,2.3,335.0,387.0
191121046,3,False,41.6,32.7,1.27,53.0,1620.0,5.7,7.7,284.0,2.7,2.9,531.0,585.0
191121046,4,False,39.9,31.2,1.28,69.9,2243.7,5.5,6.5,408.0,2.8,3.0,545.0,590.0
191121046,5,True,39.7,32.4,1.22,36.1,1113.6,4.2,6.2,265.0,2.3,2.6,389.0,492.0
191121046,6,True,41.0,35.8,1.14,29.8,833.5,4.0,6.9,208.0,1.8,2.1,256.0,341.0
191121046,7,False,109.1,52.4,2.08,41.8,797.8,9.6,6.9,83.0,7.0,7.9,1675.0,1916.0
191121046,8,True,52.0,48.1,1.08,8.4,173.8,3.4,5.1,51.0,1.4,1.6,120.0,186.0
191121046,9,True,38.2,34.2,1.12,17.2,503.9,3.6,5.5,140.0,1.5,1.9,170.0,267.0
191121046,10,True,35.7,31.2,1.15,27.5,881.8,3.9,5.7,226.0,1.8,2.1,229.0,339.0
191121046,11,True,36.1,30.7,1.17,36.9,1200.7,4.5,5.5,267.0,2.0,2.3,301.0,396.0
191121046,12,False,39.8,32.3,1.23,12.6,390.7,4.7,6.0,83.0,2.3,2.7,410.0,517.0
191121046,13,True,38.6,34.4,1.12,29.8,865.8,3.6,5.7,240.0,1.6,2.0,193.0,309.0
191121046,14,True,47.3,43.9,1.08,17.3,393.5,3.4,5.1,116.0,1.4,1.7,112.0,212.0
191121046,15,True,46.7,42.5,1.1,15.4,362.6,3.5,5.2,104.0,1.5,1.8,142.0,232.0
191121046,16,True,34.5,30.5,1.13,24.5,805.8,3.7,5.9,218.0,1.7,2.1,230.0,342.0
191121046,17,False,38.5,31.6,1.22,62.0,1960.0,4.6,5.6,426.0,2.3,2.6,403.0,487.0
191121046,18,False,48.2,32.4,1.49,245.9,7582.4,8.5,7.0,892.0,4.3,4.4,1029.0,1066.0
191121046,19,False,41.4,33.0,1.26,309.9,9403.7,7.7,6.2,1221.0,2.6,2.9,505.0,578.0
191121046,20,True,43.5,37.5,1.16,61.0,1627.7,6.0,8.0,271.0,2.0,2.3,313.0,404.0
191121046,21,True,58.7,53.6,1.1,20.4,380.6,3.6,5.1,106.0,1.5,1.7,144.0,218.0
191121046,22,False,43.1,34.2,1.26,57.9,1692.3,5.3,6.3,319.0,2.6,2.8,527.0,584.0
191121046,23,True,37.4,32.0,1.17,10.4,324.0,3.9,7.1,83.0,1.9,2.2,301.0,395.0
191121046,24,False,50.2,31.6,1.59,187.3,5928.8,8.5,7.2,698.0,4.9,5.0,1227.0,1251.0
191121046,25,True,36.9,30.4,1.21,25.0,820.5,4.0,5.7,205.0,2.2,2.4,377.0,439.0
191121046,26,False,42.4,32.3,1.31,52.2,1618.2,7.2,8.2,225.0,3.0,3.2,633.0,684.0
191121046,27,True,42.0,36.0,1.17,29.9,830.1,4.3,6.0,193.0,1.9,2.2,277.0,378.0
191121046,28,False,45.7,33.6,1.36,419.0,12477.3,6.5,6.0,1920.0,3.3,3.5,727.0,794.0
191121046,29,False,38.8,31.5,1.23,111.9,3552.0,6.2,6.1,573.0,2.5,2.8,488.0,564.0
191121046,30,True,36.9,31.3,1.18,25.8,822.4,4.1,6.2,201.0,2.0,2.4,326.0,434.0
191121046,31,False,41.9,31.2,1.34,356.7,11435.1,7.0,6.9,1634.0,3.3,3.5,722.0,783.0
191121046,32,True,46.0,40.4,1.14,44.3,1096.8,3.9,6.2,281.0,1.8,2.0,244.0,330.0
191121046,33,True,45.5,41.7,1.09,14.1,336.8,3.5,5.5,96.0,1.5,1.8,151.0,249.0
191121046,34,True,38.9,35.0,1.11,47.4,1354.4,3.7,5.8,366.0,1.5,1.9,157.0,306.0
191121046,35,True,36.6,33.7,1.09,35.9,1066.0,3.5,5.4,305.0,1.5,1.7,149.0,244.0
191121046,36,True,41.7,37.0,1.13,48.5,1311.8,4.2,5.7,312.0,1.8,2.0,246.0,316.0
191121046,37,True,44.6,39.5,1.13,118.9,3014.1,4.2,5.6,718.0,1.7,2.0,231.0,312.0
191121046,38,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191121046,39,False,60.6,52.7,1.15,82.2,1559.1,3.8,6.0,410.0,1.8,2.0,255.0,319.0
191122035,0,False,43.9,35.6,1.23,22.3,625.6,4.1,6.3,153.0,2.4,2.6,361.0,414.0
191122035,1,False,88.1,67.2,1.31,47.7,710.0,4.4,5.7,161.0,2.9,2.9,476.0,491.0
191122035,2,True,44.8,40.6,1.1,16.2,400.0,3.4,5.4,118.0,1.4,1.8,114.0,200.0
191122035,3,True,45.2,39.2,1.15,46.0,1174.1,3.6,6.2,326.0,1.7,2.1,189.0,281.0
191122035,4,True,41.9,38.1,1.1,57.0,1494.5,3.7,5.8,404.0,1.5,1.8,133.0,199.0
