ObsID,Name,Beam,RA,Dec,Pass,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
211001042,S0356+3848,23,58.795338,39.011563,False,35.8,27.8,11.3,1.29,566.0,4.6
211001042,S0356+3848,24,59.395998,39.011563,True,31.5,27.8,11.3,1.13,240.0,3.9
211001042,S0356+3848,25,59.996658,39.011563,True,33.2,28.6,11.3,1.16,318.0,4.5
211001042,S0356+3848,26,60.597317,39.011563,True,37.7,32.5,11.3,1.16,285.0,4.0
211001042,S0356+3848,27,57.894349,39.416911,True,34.3,30.6,11.3,1.12,225.0,3.6
211001042,S0356+3848,28,58.495008,39.416911,True,33.1,28.9,11.3,1.14,282.0,4.1
211001042,S0356+3848,29,59.095668,39.416911,True,32.0,28.0,11.3,1.14,270.0,4.1
211001042,S0356+3848,30,59.696328,39.416911,True,32.8,28.8,11.3,1.14,253.0,3.7
211001042,S0356+3848,31,60.296987,39.416911,False,39.2,30.9,11.3,1.27,578.0,5.5
211001042,S0356+3848,32,60.897647,39.416911,True,40.1,37.0,11.3,1.09,137.0,3.4
211001042,S0356+3848,33,57.594019,39.822259,True,39.9,37.0,11.3,1.08,142.0,3.5
211001042,S0356+3848,34,58.194679,39.822259,True,35.2,32.4,11.3,1.09,150.0,3.6
211001042,S0356+3848,35,58.795338,39.822259,True,34.0,30.7,11.3,1.11,188.0,3.5
211001042,S0356+3848,36,59.395998,39.822259,False,38.1,31.6,11.3,1.21,447.0,4.6
211001042,S0356+3848,37,59.996658,39.822259,True,35.6,31.3,11.3,1.14,272.0,4.2
211001042,S0356+3848,38,60.597317,39.822259,True,37.3,34.1,11.3,1.09,177.0,3.7
211001042,S0356+3848,39,61.197977,39.822259,True,48.1,45.5,11.3,1.06,94.0,3.4
211004041,S2301+3356,0,345.495833,33.944444,False,nan,nan,nan,nan,nan,nan
211004041,S2301+3356,1,343.662145,32.931074,False,nan,nan,nan,nan,nan,nan
211004041,S2301+3356,2,344.226356,32.931074,False,nan,nan,nan,nan,nan,nan
211004041,S2301+3356,3,344.790568,32.931074,False,33.3,27.1,11.0,1.23,411.0,5.1
211004041,S2301+3356,4,345.354780,32.931074,True,33.7,27.5,11.0,1.22,382.0,4.2
211004041,S2301+3356,5,345.918992,32.931074,False,33.7,27.1,11.0,1.24,441.0,4.2
211004041,S2301+3356,6,346.483204,32.931074,False,37.9,29.6,11.0,1.28,517.0,4.9
211004041,S2301+3356,7,347.047415,32.931074,False,48.5,36.4,11.0,1.33,616.0,5.3
211004041,S2301+3356,8,343.944251,33.336422,True,42.0,36.9,11.0,1.14,238.0,4.0
211004041,S2301+3356,9,344.508462,33.336422,False,35.2,28.3,11.0,1.25,464.0,5.6
211004041,S2301+3356,10,345.072674,33.336422,True,29.2,24.9,11.0,1.17,296.0,4.8
211004041,S2301+3356,11,345.636886,33.336422,True,29.5,25.5,11.0,1.16,261.0,3.9
211004041,S2301+3356,12,346.201098,33.336422,True,31.9,27.3,11.0,1.17,284.0,3.9
211004041,S2301+3356,13,346.765310,33.336422,False,36.7,29.1,11.0,1.26,504.0,6.0
211004041,S2301+3356,14,347.329521,33.336422,True,44.5,36.8,11.0,1.21,389.0,5.8
211004041,S2301+3356,15,344.226356,33.741770,True,32.9,27.0,11.1,1.22,382.0,4.8
211004041,S2301+3356,16,344.790568,33.741770,True,29.6,24.9,11.1,1.19,307.0,4.0
211004041,S2301+3356,17,345.354780,33.741770,True,28.2,24.2,11.1,1.16,277.0,3.7
211004041,S2301+3356,18,345.918992,33.741770,True,30.2,26.1,11.1,1.16,248.0,3.7
211004041,S2301+3356,19,346.483204,33.741770,True,31.6,26.1,11.1,1.21,353.0,4.2
211004041,S2301+3356,20,347.047415,33.741770,True,37.6,31.8,11.1,1.18,305.0,4.0
211004041,S2301+3356,21,343.944251,34.147118,True,34.0,30.2,11.1,1.13,189.0,3.6
211004041,S2301+3356,22,344.508462,34.147118,True,28.6,24.8,11.1,1.15,240.0,3.6
211004041,S2301+3356,23,345.072674,34.147118,False,33.7,24.0,11.1,1.4,766.0,7.1
211004041,S2301+3356,24,345.636886,34.147118,False,30.9,24.3,11.1,1.28,519.0,6.0
211004041,S2301+3356,25,346.201098,34.147118,False,33.4,25.7,11.1,1.3,542.0,6.6
211004041,S2301+3356,26,346.765310,34.147118,False,45.5,30.1,11.1,1.51,1011.0,7.7
211004041,S2301+3356,27,344.226356,34.552466,True,32.5,28.4,11.1,1.14,235.0,3.7
211004041,S2301+3356,28,344.790568,34.552466,True,31.0,26.0,11.1,1.19,329.0,4.4
211004041,S2301+3356,29,345.354780,34.552466,True,30.4,24.9,11.1,1.22,399.0,4.3
211004041,S2301+3356,30,345.918992,34.552466,True,29.2,24.7,11.1,1.18,292.0,4.8
211004041,S2301+3356,31,346.483204,34.552466,False,34.2,27.4,11.1,1.25,421.0,4.1
211004041,S2301+3356,32,347.047415,34.552466,False,53.9,31.8,11.1,1.7,1276.0,9.0
211004041,S2301+3356,33,343.944251,34.957814,True,36.7,32.8,11.1,1.12,195.0,3.6
211004041,S2301+3356,34,344.508462,34.957814,True,31.7,27.9,11.1,1.14,218.0,3.6
211004041,S2301+3356,35,345.072674,34.957814,True,31.4,27.2,11.1,1.15,270.0,3.9
211004041,S2301+3356,36,345.636886,34.957814,True,32.8,27.1,11.1,1.21,373.0,4.9
211004041,S2301+3356,37,346.201098,34.957814,True,30.4,27.1,11.1,1.12,189.0,3.6
211004041,S2301+3356,38,346.765310,34.957814,True,33.7,30.2,11.1,1.12,170.0,3.6
211004041,S2301+3356,39,347.329521,34.957814,True,43.5,38.1,11.1,1.14,224.0,3.7
211007129,M2214+3130,0,333.691667,31.512500,False,32.7,24.2,10.9,1.35,590.0,5.2
211007129,M2214+3130,1,331.907335,30.499130,False,50.3,40.2,10.9,1.25,458.0,6.1
211007129,M2214+3130,2,332.456360,30.499130,True,36.9,30.5,10.9,1.21,361.0,4.1
211007129,M2214+3130,3,333.005385,30.499130,True,30.7,26.9,10.9,1.14,221.0,3.8
211007129,M2214+3130,4,333.554411,30.499130,True,31.8,26.2,10.9,1.21,357.0,4.7
211007129,M2214+3130,5,334.103436,30.499130,False,32.4,26.4,10.9,1.23,379.0,4.0
211007129,M2214+3130,6,334.652461,30.499130,True,32.9,28.6,10.9,1.15,235.0,3.8
211007129,M2214+3130,7,335.201487,30.499130,True,38.3,34.7,10.9,1.1,147.0,3.6
211007129,M2214+3130,8,332.181847,30.904478,False,51.1,41.5,10.9,1.23,394.0,5.3
211007129,M2214+3130,9,332.730873,30.904478,True,32.7,27.4,10.9,1.2,303.0,4.1
211007129,M2214+3130,10,333.279898,30.904478,True,28.1,24.2,10.9,1.16,263.0,4.0
211007129,M2214+3130,11,333.828923,30.904478,False,39.8,24.8,10.9,1.61,1118.0,8.8
211007129,M2214+3130,12,334.377949,30.904478,False,45.0,26.4,10.9,1.7,1247.0,8.4
211007129,M2214+3130,13,334.926974,30.904478,True,33.3,27.7,10.9,1.2,324.0,4.5
211007129,M2214+3130,14,335.475999,30.904478,True,41.8,36.4,10.9,1.15,250.0,4.8
211007129,M2214+3130,15,332.456360,31.309826,False,34.0,26.7,11.0,1.27,482.0,4.9
211007129,M2214+3130,16,333.005385,31.309826,True,30.8,25.3,10.9,1.21,332.0,3.9
211007129,M2214+3130,17,333.554411,31.309826,False,31.2,23.9,10.9,1.3,506.0,5.0
211007129,M2214+3130,18,334.103436,31.309826,False,46.3,26.0,10.9,1.78,1345.0,8.9
211007129,M2214+3130,19,334.652461,31.309826,False,32.4,25.0,10.9,1.3,519.0,5.3
211007129,M2214+3130,20,335.201487,31.309826,True,32.6,29.3,10.9,1.11,185.0,3.6
211007129,M2214+3130,21,332.181847,31.715174,True,33.8,30.1,11.0,1.12,176.0,3.5
211007129,M2214+3130,22,332.730873,31.715174,False,32.8,25.0,11.0,1.31,577.0,5.4
211007129,M2214+3130,23,333.279898,31.715174,True,28.6,23.8,11.0,1.2,322.0,4.1
211007129,M2214+3130,24,333.828923,31.715174,False,30.0,23.4,11.0,1.28,498.0,4.5
211007129,M2214+3130,25,334.377949,31.715174,False,35.2,24.4,10.9,1.44,821.0,7.2
211007129,M2214+3130,26,334.926974,31.715174,True,31.6,28.0,10.9,1.13,189.0,3.6
211007129,M2214+3130,27,332.456360,32.120522,False,33.5,26.7,11.0,1.26,484.0,4.9
211007129,M2214+3130,28,333.005385,32.120522,True,29.8,24.9,11.0,1.2,323.0,4.4
211007129,M2214+3130,29,333.554411,32.120522,False,30.4,23.7,11.0,1.28,511.0,5.9
211007129,M2214+3130,30,334.103436,32.120522,False,32.2,23.8,11.0,1.35,663.0,6.9
211007129,M2214+3130,31,334.652461,32.120522,True,29.6,25.0,11.0,1.18,298.0,4.0
211007129,M2214+3130,32,335.201487,32.120522,True,34.3,31.0,11.0,1.11,159.0,3.6
211007129,M2214+3130,33,332.181847,32.525870,True,36.3,32.0,11.0,1.13,223.0,3.9
211007129,M2214+3130,34,332.730873,32.525870,True,31.1,26.9,11.0,1.16,253.0,4.1
211007129,M2214+3130,35,333.279898,32.525870,True,29.0,25.5,11.0,1.14,207.0,3.7
211007129,M2214+3130,36,333.828923,32.525870,True,29.7,25.6,11.0,1.16,232.0,3.8
211007129,M2214+3130,37,334.377949,32.525870,False,62.2,26.9,11.0,2.31,1859.0,9.7
211007129,M2214+3130,38,334.926974,32.525870,True,31.4,28.0,11.0,1.12,169.0,3.6
211007129,M2214+3130,39,335.475999,32.525870,True,39.6,36.3,11.0,1.09,128.0,3.5
211008082,S1342+6041,0,205.591667,60.697500,False,56.6,27.5,12.1,2.05,2691.0,9.0
211008082,S1342+6041,1,202.483522,59.684130,True,54.6,49.9,12.0,1.09,198.0,3.8
211008082,S1342+6041,2,203.439874,59.684130,True,35.4,32.4,12.0,1.09,214.0,3.9
211008082,S1342+6041,3,204.396226,59.684130,True,31.0,28.6,12.0,1.08,171.0,3.8
211008082,S1342+6041,4,205.352579,59.684130,True,32.0,28.6,12.0,1.12,291.0,4.3
211008082,S1342+6041,5,206.308931,59.684130,True,32.2,28.9,12.0,1.12,263.0,3.9
211008082,S1342+6041,6,207.265284,59.684130,True,37.3,31.6,12.0,1.18,439.0,4.2
211008082,S1342+6041,7,208.221636,59.684130,True,41.8,38.3,12.0,1.09,189.0,3.7
211008082,S1342+6041,8,202.961698,60.089478,True,47.7,41.0,12.1,1.16,406.0,4.3
211008082,S1342+6041,9,203.918050,60.089478,True,31.7,28.6,12.0,1.11,262.0,3.8
211008082,S1342+6041,10,204.874403,60.089478,False,47.0,28.6,12.1,1.64,1738.0,8.4
211008082,S1342+6041,11,205.830755,60.089478,False,81.5,29.4,12.1,2.77,3768.0,9.8
211008082,S1342+6041,12,206.787108,60.089478,False,33.6,28.4,12.0,1.18,463.0,4.8
211008082,S1342+6041,13,207.743460,60.089478,False,36.8,31.0,12.0,1.19,505.0,6.6
211008082,S1342+6041,14,208.699812,60.089478,True,43.1,39.3,12.0,1.1,245.0,4.1
211008082,S1342+6041,15,203.439874,60.494826,True,30.2,27.8,12.1,1.08,203.0,4.0
211008082,S1342+6041,16,204.396226,60.494826,True,30.4,27.0,12.1,1.13,299.0,3.9
211008082,S1342+6041,17,205.352579,60.494826,False,59.4,29.1,12.1,2.04,2537.0,9.5
211008082,S1342+6041,18,206.308931,60.494826,False,55.1,30.7,12.1,1.8,2122.0,8.2
211008082,S1342+6041,19,207.265284,60.494826,True,30.0,26.9,12.1,1.11,269.0,3.8
211008082,S1342+6041,20,208.221636,60.494826,True,36.4,32.5,12.1,1.12,278.0,4.3
211008082,S1342+6041,21,202.961698,60.900174,True,35.0,32.4,12.1,1.08,174.0,3.8
211008082,S1342+6041,22,203.918050,60.900174,True,29.3,26.5,12.1,1.1,236.0,3.7
211008082,S1342+6041,23,204.874403,60.900174,True,28.9,25.9,12.1,1.11,280.0,3.7
211008082,S1342+6041,24,205.830755,60.900174,False,34.9,25.6,12.1,1.36,1041.0,6.9
211008082,S1342+6041,25,206.787108,60.900174,False,32.6,27.3,12.1,1.2,540.0,4.9
211008082,S1342+6041,26,207.743460,60.900174,True,36.3,32.1,12.1,1.13,350.0,4.7
211008082,S1342+6041,27,203.439874,61.305522,True,31.1,29.0,12.1,1.07,161.0,3.5
211008082,S1342+6041,28,204.396226,61.305522,True,29.5,26.8,12.1,1.1,212.0,3.8
211008082,S1342+6041,29,205.352579,61.305522,True,27.9,25.6,12.1,1.09,195.0,3.5
211008082,S1342+6041,30,206.308931,61.305522,False,31.4,25.7,12.1,1.22,575.0,6.3
211008082,S1342+6041,31,207.265284,61.305522,True,31.6,27.9,12.1,1.13,322.0,4.7
211008082,S1342+6041,32,208.221636,61.305522,True,38.1,34.1,12.1,1.12,283.0,4.3
211008082,S1342+6041,33,202.961698,61.710870,True,38.3,35.4,12.1,1.08,198.0,3.7
211008082,S1342+6041,34,203.918050,61.710870,True,31.6,29.0,12.2,1.09,201.0,3.8
211008082,S1342+6041,35,204.874403,61.710870,True,30.4,28.1,12.1,1.08,169.0,3.6
211008082,S1342+6041,36,205.830755,61.710870,True,30.2,28.2,12.1,1.07,165.0,3.6
211008082,S1342+6041,37,206.787108,61.710870,False,39.3,29.0,12.1,1.35,1060.0,6.4
211008082,S1342+6041,38,207.743460,61.710870,True,35.9,31.5,12.1,1.14,368.0,5.2
211008082,S1342+6041,39,208.699812,61.710870,False,47.5,40.6,12.1,1.17,483.0,4.9
211008083,S0133+4340,0,23.358333,43.673056,False,31.5,23.7,11.6,1.33,714.0,6.3
211008083,S0133+4340,1,21.255185,42.659686,True,49.9,44.2,11.5,1.13,281.0,4.5
211008083,S0133+4340,2,21.902307,42.659686,True,33.7,29.9,11.5,1.13,255.0,4.2
211008083,S0133+4340,3,22.549430,42.659686,True,30.2,26.6,11.5,1.14,247.0,4.0
211008083,S0133+4340,4,23.196552,42.659686,True,29.0,25.8,11.5,1.12,251.0,4.2
211008083,S0133+4340,5,23.843675,42.659686,True,29.8,25.9,11.5,1.15,267.0,4.0
211008083,S0133+4340,6,24.490797,42.659686,True,31.5,28.0,11.5,1.12,233.0,3.9
211008083,S0133+4340,7,25.137920,42.659686,True,38.8,35.2,11.5,1.1,209.0,3.9
211008083,S0133+4340,8,21.578746,43.065034,False,50.5,39.0,11.6,1.29,678.0,5.8
211008083,S0133+4340,9,22.225869,43.065034,True,30.3,26.3,11.5,1.15,295.0,4.2
211008083,S0133+4340,10,22.872991,43.065034,True,28.6,24.4,11.6,1.18,348.0,4.0
211008083,S0133+4340,11,23.520114,43.065034,False,35.0,25.6,11.5,1.36,854.0,6.2
211008083,S0133+4340,12,24.167236,43.065034,True,28.9,26.0,11.5,1.11,213.0,3.7
211008083,S0133+4340,13,24.814359,43.065034,True,31.7,27.6,11.5,1.15,287.0,4.2
211008083,S0133+4340,14,25.461481,43.065034,True,41.7,35.6,11.5,1.17,371.0,5.0
211008083,S0133+4340,15,21.902307,43.470382,True,29.4,26.4,11.6,1.11,192.0,3.7
211008083,S0133+4340,16,22.549430,43.470382,True,27.1,24.2,11.6,1.12,203.0,3.6
211008083,S0133+4340,17,23.196552,43.470382,False,32.5,23.6,11.6,1.37,841.0,5.9
211008083,S0133+4340,18,23.843675,43.470382,False,31.0,24.8,11.6,1.25,550.0,5.7
211008083,S0133+4340,19,24.490797,43.470382,True,28.3,24.9,11.6,1.14,261.0,4.1
211008083,S0133+4340,20,25.137920,43.470382,True,33.3,30.0,11.6,1.11,225.0,3.9
211008083,S0133+4340,21,21.578746,43.875730,True,33.0,29.6,11.6,1.12,198.0,3.8
211008083,S0133+4340,22,22.225869,43.875730,True,26.9,24.2,11.6,1.11,209.0,3.8
211008083,S0133+4340,23,22.872991,43.875730,True,27.8,23.4,11.6,1.18,392.0,4.9
211008083,S0133+4340,24,23.520114,43.875730,True,27.0,23.6,11.6,1.15,253.0,3.7
211008083,S0133+4340,25,24.167236,43.875730,False,29.7,24.3,11.6,1.22,468.0,6.3
211008083,S0133+4340,26,24.814359,43.875730,True,33.3,28.2,11.6,1.18,374.0,4.3
211008083,S0133+4340,27,21.902307,44.281078,True,29.8,26.5,11.6,1.13,241.0,3.7
211008083,S0133+4340,28,22.549430,44.281078,True,27.7,24.9,11.6,1.11,214.0,3.7
211008083,S0133+4340,29,23.196552,44.281078,True,26.0,23.2,11.6,1.12,239.0,4.4
211008083,S0133+4340,30,23.843675,44.281078,True,26.4,24.3,11.6,1.09,172.0,3.9
211008083,S0133+4340,31,24.490797,44.281078,True,28.8,25.8,11.6,1.11,199.0,3.9
211008083,S0133+4340,32,25.137920,44.281078,True,35.7,30.6,11.6,1.17,354.0,5.9
211008083,S0133+4340,33,21.578746,44.686426,True,35.2,31.8,11.6,1.11,191.0,3.9
211008083,S0133+4340,34,22.225869,44.686426,True,30.8,26.8,11.6,1.15,270.0,4.6
211008083,S0133+4340,35,22.872991,44.686426,True,28.6,25.7,11.6,1.11,210.0,3.6
211008083,S0133+4340,36,23.520114,44.686426,True,28.4,25.6,11.6,1.11,199.0,3.7
211008083,S0133+4340,37,24.167236,44.686426,True,27.7,25.5,11.6,1.09,155.0,3.6
211008083,S0133+4340,38,24.814359,44.686426,True,33.3,28.2,11.6,1.18,384.0,5.2
211008083,S0133+4340,39,25.461481,44.686426,True,41.0,36.1,11.6,1.14,297.0,4.9
211009083,S2258+2904,0,344.616667,29.080278,False,32.4,26.0,10.9,1.25,388.0,4.3
211009083,S2258+2904,1,342.876055,28.066908,True,49.2,43.5,10.9,1.13,182.0,3.7
211009083,S2258+2904,2,343.411628,28.066908,False,41.6,31.9,10.9,1.3,525.0,5.6
211009083,S2258+2904,3,343.947201,28.066908,False,34.5,27.6,10.9,1.25,397.0,5.9
211009083,S2258+2904,4,344.482774,28.066908,False,35.8,27.8,10.9,1.29,464.0,5.1
211009083,S2258+2904,5,345.018347,28.066908,False,34.4,27.2,10.9,1.26,399.0,4.3
211009083,S2258+2904,6,345.553920,28.066908,False,37.8,30.2,10.9,1.25,368.0,4.1
211009083,S2258+2904,7,346.089493,28.066908,True,45.1,37.2,10.9,1.21,322.0,4.4
211009083,S2258+2904,8,343.143841,28.472256,True,46.1,37.8,10.9,1.22,334.0,4.2
211009083,S2258+2904,9,343.679414,28.472256,False,35.7,29.0,10.9,1.23,354.0,4.3
211009083,S2258+2904,10,344.214987,28.472256,True,30.2,25.7,10.9,1.17,248.0,4.0
211009083,S2258+2904,11,344.750560,28.472256,False,34.2,27.9,10.9,1.23,356.0,4.1
211009083,S2258+2904,12,345.286133,28.472256,False,36.6,27.4,10.9,1.33,580.0,6.8
211009083,S2258+2904,13,345.821706,28.472256,False,37.5,30.0,10.9,1.25,392.0,4.4
211009083,S2258+2904,14,346.357279,28.472256,True,45.7,37.9,10.9,1.2,304.0,4.0
211009083,S2258+2904,15,343.411628,28.877604,True,33.8,28.0,10.9,1.21,326.0,4.3
211009083,S2258+2904,16,343.947201,28.877604,True,29.3,25.3,10.9,1.16,209.0,3.7
211009083,S2258+2904,17,344.482774,28.877604,True,32.0,26.4,10.9,1.21,339.0,4.1
211009083,S2258+2904,18,345.018347,28.877604,False,37.5,27.5,10.9,1.36,597.0,6.3
211009083,S2258+2904,19,345.553920,28.877604,True,32.5,26.8,10.9,1.22,342.0,4.2
211009083,S2258+2904,20,346.089493,28.877604,True,38.1,32.3,10.9,1.18,267.0,4.0
211009083,S2258+2904,21,343.143841,29.282952,True,38.5,31.7,11.0,1.22,337.0,4.1
211009083,S2258+2904,22,343.679414,29.282952,True,30.4,26.2,11.0,1.16,235.0,3.7
211009083,S2258+2904,23,344.214987,29.282952,True,29.3,24.8,10.9,1.18,244.0,3.7
211009083,S2258+2904,24,344.750560,29.282952,True,30.7,25.4,10.9,1.21,327.0,4.1
211009083,S2258+2904,25,345.286133,29.282952,True,29.9,26.0,10.9,1.15,194.0,3.7
211009083,S2258+2904,26,345.821706,29.282952,True,36.8,31.2,10.9,1.18,278.0,4.0
211009083,S2258+2904,27,343.411628,29.688300,True,33.4,28.6,11.0,1.17,233.0,3.7
211009083,S2258+2904,28,343.947201,29.688300,True,30.9,26.5,11.0,1.17,256.0,3.8
211009083,S2258+2904,29,344.482774,29.688300,True,30.1,25.7,11.0,1.17,265.0,4.1
211009083,S2258+2904,30,345.018347,29.688300,True,30.1,25.8,11.0,1.17,243.0,3.8
211009083,S2258+2904,31,345.553920,29.688300,True,32.3,27.7,11.0,1.17,243.0,3.8
211009083,S2258+2904,32,346.089493,29.688300,True,39.6,33.5,11.0,1.18,254.0,3.8
211009083,S2258+2904,33,343.143841,30.093648,True,38.1,33.2,11.0,1.15,218.0,4.3
211009083,S2258+2904,34,343.679414,30.093648,True,33.3,28.4,11.0,1.17,275.0,3.9
211009083,S2258+2904,35,344.214987,30.093648,True,32.6,27.8,11.0,1.18,283.0,4.2
211009083,S2258+2904,36,344.750560,30.093648,False,33.8,27.0,11.0,1.25,409.0,4.9
211009083,S2258+2904,37,345.286133,30.093648,True,32.5,27.8,11.0,1.17,244.0,4.0
211009083,S2258+2904,38,345.821706,30.093648,True,34.2,30.0,11.0,1.14,219.0,3.8
211009083,S2258+2904,39,346.357279,30.093648,True,42.3,37.6,11.0,1.13,181.0,3.7
211010082,S1404+6041,0,211.045833,60.697500,False,112.1,28.6,12.2,3.91,5110.0,10.0
211010082,S1404+6041,1,207.937688,59.684130,True,43.6,39.0,12.2,1.12,261.0,3.9
211010082,S1404+6041,2,208.894040,59.684130,True,32.9,29.4,12.2,1.12,286.0,4.1
211010082,S1404+6041,3,209.850392,59.684130,True,28.1,25.4,12.2,1.11,229.0,3.8
211010082,S1404+6041,4,210.806745,59.684130,True,27.6,24.7,12.2,1.12,289.0,4.0
211010082,S1404+6041,5,211.763097,59.684130,False,30.9,25.9,12.2,1.19,446.0,4.5
211010082,S1404+6041,6,212.719450,59.684130,False,36.6,27.2,12.2,1.35,935.0,5.2
211010082,S1404+6041,7,213.675802,59.684130,True,35.7,32.0,12.2,1.12,273.0,3.8
211010082,S1404+6041,8,208.415864,60.089478,True,41.1,35.9,12.2,1.15,357.0,4.4
211010082,S1404+6041,9,209.372216,60.089478,True,29.1,25.7,12.2,1.13,326.0,4.8
211010082,S1404+6041,10,210.328569,60.089478,True,26.0,23.1,12.2,1.13,278.0,4.0
211010082,S1404+6041,11,211.284921,60.089478,False,29.2,23.5,12.2,1.24,618.0,5.1
211010082,S1404+6041,12,212.241274,60.089478,True,27.4,24.1,12.2,1.14,313.0,3.9
211010082,S1404+6041,13,213.197626,60.089478,True,30.5,26.3,12.2,1.16,391.0,4.2
211010082,S1404+6041,14,214.153978,60.089478,True,36.8,33.2,12.2,1.11,221.0,3.8
211010082,S1404+6041,15,208.894040,60.494826,True,27.8,24.7,12.2,1.13,302.0,3.9
211010082,S1404+6041,16,209.850392,60.494826,True,25.9,22.7,12.2,1.14,347.0,4.2
211010082,S1404+6041,17,210.806745,60.494826,False,32.3,23.0,12.2,1.41,1099.0,5.7
211010082,S1404+6041,18,211.763097,60.494826,False,33.0,25.4,12.2,1.3,790.0,6.5
211010082,S1404+6041,19,212.719450,60.494826,True,29.2,25.0,12.2,1.17,411.0,4.3
211010082,S1404+6041,20,213.675802,60.494826,True,33.7,29.2,12.2,1.15,386.0,4.6
211010082,S1404+6041,21,208.415864,60.900174,False,34.4,27.5,12.2,1.25,711.0,6.4
211010082,S1404+6041,22,209.372216,60.900174,True,28.4,25.0,12.2,1.14,335.0,4.3
211010082,S1404+6041,23,210.328569,60.900174,False,28.2,22.1,12.2,1.28,692.0,4.7
211010082,S1404+6041,24,211.284921,60.900174,False,41.8,22.8,12.2,1.83,2133.0,8.7
211010082,S1404+6041,25,212.241274,60.900174,True,27.1,23.3,12.2,1.16,395.0,4.2
211010082,S1404+6041,26,213.197626,60.900174,False,36.0,28.4,12.2,1.27,774.0,6.9
211010082,S1404+6041,27,208.894040,61.305522,False,30.4,25.3,12.2,1.2,490.0,4.7
211010082,S1404+6041,28,209.850392,61.305522,True,27.1,23.7,12.2,1.14,348.0,4.2
211010082,S1404+6041,29,210.806745,61.305522,False,28.8,22.5,12.2,1.28,744.0,6.3
211010082,S1404+6041,30,211.763097,61.305522,True,26.1,22.8,12.2,1.14,318.0,4.4
211010082,S1404+6041,31,212.719450,61.305522,True,27.5,24.6,12.2,1.12,283.0,4.3
211010082,S1404+6041,32,213.675802,61.305522,True,32.3,29.3,12.2,1.1,202.0,3.8
211010082,S1404+6041,33,208.415864,61.710870,False,36.3,29.9,12.2,1.21,537.0,5.1
211010082,S1404+6041,34,209.372216,61.710870,False,33.9,25.8,12.3,1.32,834.0,5.8
211010082,S1404+6041,35,210.328569,61.710870,False,35.7,25.5,12.2,1.4,1062.0,5.4
211010082,S1404+6041,36,211.284921,61.710870,True,28.6,25.1,12.2,1.14,282.0,3.7
211010082,S1404+6041,37,212.241274,61.710870,False,29.4,25.0,12.2,1.17,415.0,5.3
211010082,S1404+6041,38,213.197626,61.710870,False,33.7,27.1,12.2,1.24,655.0,5.6
211010082,S1404+6041,39,214.153978,61.710870,True,36.4,32.8,12.3,1.11,229.0,3.7
211010083,S0145+4114,0,26.304167,41.240833,False,31.2,25.2,11.5,1.24,478.0,4.5
211010083,S0145+4114,1,24.281161,40.227463,True,48.9,41.6,11.5,1.17,358.0,6.1
211010083,S0145+4114,2,24.903624,40.227463,False,40.6,29.8,11.5,1.36,796.0,7.7
211010083,S0145+4114,3,25.526088,40.227463,True,31.3,26.3,11.5,1.19,339.0,4.1
211010083,S0145+4114,4,26.148551,40.227463,True,31.1,26.4,11.5,1.18,336.0,4.6
211010083,S0145+4114,5,26.771015,40.227463,False,34.5,27.1,11.5,1.27,553.0,4.8
211010083,S0145+4114,6,27.393478,40.227463,False,46.6,27.4,11.5,1.7,1452.0,8.8
211010083,S0145+4114,7,28.015942,40.227463,False,59.4,33.9,11.5,1.75,1587.0,8.4
211010083,S0145+4114,8,24.592392,40.632811,False,47.7,37.6,11.5,1.27,555.0,5.0
211010083,S0145+4114,9,25.214856,40.632811,False,36.2,28.2,11.5,1.29,579.0,5.5
211010083,S0145+4114,10,25.837319,40.632811,True,28.7,24.6,11.5,1.17,344.0,4.2
211010083,S0145+4114,11,26.459783,40.632811,True,29.7,25.7,11.5,1.16,313.0,3.9
211010083,S0145+4114,12,27.082246,40.632811,False,34.1,25.6,11.5,1.33,745.0,6.9
211010083,S0145+4114,13,27.704710,40.632811,False,53.6,29.8,11.5,1.8,1656.0,8.1
211010083,S0145+4114,14,28.327173,40.632811,False,43.2,35.3,11.5,1.22,482.0,4.7
211010083,S0145+4114,15,24.903624,41.038159,True,30.5,26.4,11.5,1.16,293.0,3.8
211010083,S0145+4114,16,25.526088,41.038159,True,27.7,24.4,11.5,1.14,223.0,3.7
211010083,S0145+4114,17,26.148551,41.038159,True,27.8,23.5,11.5,1.18,371.0,4.2
211010083,S0145+4114,18,26.771015,41.038159,False,30.0,24.8,11.5,1.21,441.0,4.8
211010083,S0145+4114,19,27.393478,41.038159,True,30.8,26.1,11.5,1.18,366.0,4.0
211010083,S0145+4114,20,28.015942,41.038159,True,35.0,30.4,11.6,1.15,245.0,3.7
211010083,S0145+4114,21,24.592392,41.443507,True,34.6,29.4,11.5,1.18,356.0,4.8
211010083,S0145+4114,22,25.214856,41.443507,False,33.9,26.0,11.5,1.31,618.0,4.8
211010083,S0145+4114,23,25.837319,41.443507,False,31.7,23.8,11.5,1.33,705.0,5.5
211010083,S0145+4114,24,26.459783,41.443507,True,27.1,23.6,11.5,1.15,258.0,3.8
211010083,S0145+4114,25,27.082246,41.443507,True,27.6,24.6,11.5,1.12,235.0,3.7
211010083,S0145+4114,26,27.704710,41.443507,True,31.5,27.9,11.5,1.13,245.0,3.8
