ObsID,Name,Beam,RA,Dec,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
200105041,S2310+3622,13,348.991351,35.768645,40.5,36.8,11.3,1.1,154.0,3.6
200105041,S2310+3622,14,349.572692,35.768645,50.4,43.2,11.5,1.17,286.0,4.3
200105041,S2310+3622,15,346.375315,36.173993,44.9,39.7,11.4,1.13,215.0,3.8
200105041,S2310+3622,16,346.956656,36.173993,34.5,30.4,11.5,1.13,202.0,3.6
200105041,S2310+3622,17,347.537998,36.173993,33.5,29.4,11.5,1.14,225.0,3.8
200105041,S2310+3622,19,348.700680,36.173993,35.3,31.6,11.5,1.12,180.0,3.6
200105041,S2310+3622,20,349.282022,36.173993,39.9,35.6,11.4,1.12,192.0,3.6
200105041,S2310+3622,21,346.084644,36.579341,42.4,37.6,11.5,1.13,218.0,3.8
200105041,S2310+3622,22,346.665986,36.579341,35.6,31.2,11.6,1.14,242.0,3.9
200105041,S2310+3622,23,347.247327,36.579341,35.3,30.0,11.5,1.18,308.0,4.0
200105041,S2310+3622,24,347.828668,36.579341,34.2,30.9,11.5,1.11,173.0,3.5
200105041,S2310+3622,26,348.991351,36.579341,36.5,32.8,11.4,1.12,171.0,3.6
200105041,S2310+3622,27,346.375315,36.984689,40.9,35.4,11.5,1.16,255.0,3.8
200105041,S2310+3622,28,346.956656,36.984689,35.7,31.7,11.6,1.13,203.0,4.5
200105041,S2310+3622,29,347.537998,36.984689,33.1,29.5,11.5,1.12,172.0,3.7
200105041,S2310+3622,30,348.119339,36.984689,32.8,29.1,11.5,1.12,182.0,3.5
200105041,S2310+3622,31,348.700680,36.984689,37.0,32.7,11.4,1.13,202.0,3.7
200105041,S2310+3622,32,349.282022,36.984689,48.9,42.8,11.6,1.14,231.0,4.1
200105041,S2310+3622,33,346.084644,37.390037,45.7,40.5,11.6,1.13,224.0,3.9
200105041,S2310+3622,36,347.828668,37.390037,36.6,31.6,11.5,1.16,284.0,4.0
200106009,M1403+5324,1,208.298547,52.388019,52.1,46.6,12.1,1.12,214.0,3.6
200106009,M1403+5324,3,209.868672,52.388019,36.1,31.5,12.1,1.15,320.0,4.4
200106009,M1403+5324,8,208.691078,52.793367,48.9,43.8,12.2,1.11,216.0,3.6
200106009,M1403+5324,9,209.476141,52.793367,37.3,32.0,12.1,1.17,325.0,4.0
200106009,M1403+5324,15,209.083609,53.198715,38.1,35.0,12.1,1.09,165.0,3.6
200106009,M1403+5324,27,209.083609,54.009411,39.1,34.1,12.0,1.15,307.0,4.4
200106009,M1403+5324,32,213.008922,54.009411,44.5,41.6,12.4,1.07,133.0,3.5
200106009,M1403+5324,33,208.691078,54.414759,53.6,43.8,12.3,1.22,493.0,4.1
200106010,M0155+3356,1,26.995479,32.931074,56.0,47.1,11.1,1.19,280.0,4.0
200106010,M0155+3356,2,27.559690,32.931074,48.9,40.5,11.2,1.21,322.0,3.9
200106010,M0155+3356,3,28.123902,32.931074,38.5,33.1,11.0,1.16,252.0,3.9
200106010,M0155+3356,4,28.688114,32.931074,47.3,40.7,11.4,1.16,256.0,4.1
200106010,M0155+3356,5,29.252326,32.931074,36.4,32.7,11.2,1.11,173.0,3.6
200106010,M0155+3356,6,29.816538,32.931074,38.8,33.6,11.1,1.15,209.0,3.8
200106010,M0155+3356,7,30.380749,32.931074,46.1,42.7,11.0,1.08,120.0,3.5
200106010,M0155+3356,8,27.277585,33.336422,45.3,38.7,11.1,1.17,288.0,4.4
200106010,M0155+3356,12,29.534432,33.336422,39.0,33.5,11.1,1.17,245.0,3.8
200106010,M0155+3356,21,27.277585,34.147118,44.7,39.0,11.2,1.14,233.0,4.3
200106010,M0155+3356,24,28.970220,34.147118,40.5,33.7,11.4,1.2,341.0,4.2
200106010,M0155+3356,25,29.534432,34.147118,35.7,31.2,11.2,1.14,220.0,3.8
200106010,M0155+3356,26,30.098644,34.147118,39.4,32.8,11.0,1.2,343.0,4.5
200106010,M0155+3356,27,27.559690,34.552466,42.9,38.0,11.1,1.13,219.0,3.9
200106010,M0155+3356,28,28.123902,34.552466,37.2,33.3,11.1,1.12,184.0,3.6
200106010,M0155+3356,29,28.688114,34.552466,36.6,29.9,11.1,1.22,372.0,4.9
200106010,M0155+3356,30,29.252326,34.552466,34.4,30.5,11.1,1.13,206.0,3.7
200106010,M0155+3356,31,29.816538,34.552466,37.7,33.9,10.9,1.11,173.0,3.6
200106010,M0155+3356,33,27.277585,34.957814,48.7,41.6,11.3,1.17,290.0,4.2
200106010,M0155+3356,34,27.841796,34.957814,46.5,39.9,11.6,1.17,254.0,3.7
200106010,M0155+3356,35,28.406008,34.957814,41.1,33.8,11.2,1.22,387.0,4.4
200106010,M0155+3356,36,28.970220,34.957814,38.6,32.0,11.0,1.21,349.0,4.2
200106010,M0155+3356,37,29.534432,34.957814,38.5,34.4,11.3,1.12,198.0,3.7
200106010,M0155+3356,38,30.098644,34.957814,47.4,40.1,10.8,1.18,304.0,4.3
200106010,M0155+3356,39,30.662855,34.957814,57.8,50.6,11.2,1.14,223.0,3.9
200108171,S1026+6041,6,158.173617,59.684130,35.8,32.6,11.7,1.1,207.0,3.9
200108171,S1026+6041,7,159.129969,59.684130,48.8,43.1,11.7,1.13,303.0,3.9
200108171,S1026+6041,8,153.870031,60.089478,42.2,38.0,12.3,1.11,227.0,3.9
200108171,S1026+6041,9,154.826383,60.089478,37.7,33.1,12.1,1.14,303.0,3.9
200108171,S1026+6041,10,155.782736,60.089478,34.7,31.0,11.9,1.12,235.0,3.7
200108171,S1026+6041,11,156.739088,60.089478,33.7,30.3,11.8,1.11,217.0,3.7
200108171,S1026+6041,13,158.651793,60.089478,37.8,32.9,11.8,1.15,331.0,4.9
200108171,S1026+6041,14,159.608145,60.089478,47.3,43.2,12.0,1.1,195.0,3.5
200108171,S1026+6041,15,154.348207,60.494826,40.8,38.0,11.9,1.08,147.0,3.6
200108171,S1026+6041,16,155.304559,60.494826,35.4,31.4,11.8,1.13,258.0,3.7
200108171,S1026+6041,17,156.260912,60.494826,34.0,30.5,11.7,1.11,222.0,3.6
200108171,S1026+6041,21,153.870031,60.900174,41.2,38.0,12.6,1.08,172.0,3.7
200108171,S1026+6041,22,154.826383,60.900174,34.5,31.6,11.9,1.09,207.0,3.7
200108171,S1026+6041,23,155.782736,60.900174,34.1,31.6,11.7,1.08,168.0,3.6
200108171,S1026+6041,24,156.739088,60.900174,34.5,29.5,11.7,1.17,388.0,5.6
200108171,S1026+6041,29,156.260912,61.305522,32.7,29.8,11.8,1.1,208.0,3.6
200108171,S1026+6041,30,157.217264,61.305522,34.2,29.9,11.8,1.15,329.0,4.2
200108171,S1026+6041,32,159.129969,61.305522,49.0,44.5,12.1,1.1,205.0,3.6
200108171,S1026+6041,34,154.826383,61.710870,39.0,34.2,11.8,1.14,330.0,4.9
200108171,S1026+6041,35,155.782736,61.710870,39.6,35.3,11.8,1.12,246.0,3.7
200108171,S1026+6041,36,156.739088,61.710870,36.2,32.5,11.7,1.11,249.0,3.9
200108171,S1026+6041,37,157.695441,61.710870,36.6,33.2,11.7,1.1,197.0,3.7
200108171,S1026+6041,39,159.608145,61.710870,57.7,50.4,11.9,1.15,300.0,3.8
200109001,S2315+3356,8,347.277585,33.336422,46.1,40.1,10.6,1.15,250.0,4.2
200109001,S2315+3356,11,348.970220,33.336422,38.0,31.1,10.7,1.22,367.0,4.8
200109001,S2315+3356,12,349.534432,33.336422,40.3,33.4,10.7,1.2,347.0,4.3
200109001,S2315+3356,15,347.559690,33.741770,45.3,39.5,10.8,1.15,229.0,3.8
200109001,S2315+3356,19,349.816538,33.741770,41.6,34.8,10.7,1.2,316.0,3.9
200109001,S2315+3356,23,348.406008,34.147118,38.8,31.9,10.8,1.21,345.0,4.1
200109001,S2315+3356,32,350.380749,34.552466,54.1,48.2,10.7,1.12,175.0,3.7
200109001,S2315+3356,33,347.277585,34.957814,48.9,44.3,10.7,1.11,156.0,3.6
200109001,S2315+3356,37,349.534432,34.957814,41.6,35.1,10.7,1.19,301.0,4.1
200109001,S2315+3356,38,350.098644,34.957814,45.2,40.9,10.6,1.11,163.0,3.7
200109001,S2315+3356,39,350.662855,34.957814,56.9,49.4,11.0,1.15,235.0,3.8
200110007,S1415+5550,2,212.074773,54.819963,38.5,33.4,12.3,1.15,344.0,5.0
200110007,S1415+5550,6,215.408510,54.819963,39.0,33.2,12.3,1.17,363.0,4.1
200110007,S1415+5550,7,216.241944,54.819963,49.8,45.6,12.9,1.09,156.0,3.6
200110007,S1415+5550,10,213.324924,55.225311,34.6,28.8,12.4,1.2,427.0,4.2
200110007,S1415+5550,13,215.825227,55.225311,35.6,32.3,12.3,1.1,167.0,3.6
200110007,S1415+5550,14,216.658662,55.225311,45.0,42.4,12.2,1.06,110.0,3.6
200110007,S1415+5550,15,212.074773,55.630659,42.3,37.7,12.7,1.12,255.0,3.8
200110007,S1415+5550,16,212.908207,55.630659,34.5,29.6,12.4,1.16,387.0,4.6
200110007,S1415+5550,17,213.741641,55.630659,34.4,30.5,12.3,1.13,252.0,3.6
200110007,S1415+5550,19,215.408510,55.630659,36.6,31.9,12.3,1.15,325.0,5.0
200110007,S1415+5550,20,216.241944,55.630659,40.9,37.4,12.2,1.09,183.0,3.7
200110007,S1415+5550,23,213.324924,56.036007,33.9,30.2,12.4,1.12,232.0,3.6
200110007,S1415+5550,24,214.158359,56.036007,33.1,29.8,12.4,1.11,232.0,3.9
200110007,S1415+5550,25,214.991793,56.036007,32.4,30.3,12.3,1.07,149.0,3.5
200110007,S1415+5550,26,215.825227,56.036007,36.2,32.6,12.3,1.11,207.0,3.7
200110007,S1415+5550,28,212.908207,56.441355,38.0,34.0,12.3,1.12,255.0,4.1
200110007,S1415+5550,29,213.741641,56.441355,32.2,29.4,12.3,1.09,182.0,3.7
200110007,S1415+5550,30,214.575076,56.441355,33.3,29.8,12.3,1.12,243.0,3.7
200110007,S1415+5550,32,216.241944,56.441355,48.2,44.4,12.6,1.09,167.0,3.6
200110007,S1415+5550,33,211.658056,56.846703,44.4,41.0,12.3,1.08,149.0,3.6
200110007,S1415+5550,34,212.491490,56.846703,39.2,35.5,12.2,1.11,220.0,3.6
200110007,S1415+5550,35,213.324924,56.846703,34.3,31.7,12.3,1.08,162.0,3.5
200110007,S1415+5550,36,214.158359,56.846703,34.5,31.4,12.2,1.1,182.0,3.6
200110007,S1415+5550,37,214.991793,56.846703,38.3,33.9,12.2,1.13,307.0,5.4
200110007,S1415+5550,38,215.825227,56.846703,47.8,44.2,12.5,1.08,162.0,3.7
200110007,S1415+5550,39,216.658662,56.846703,59.3,54.5,12.5,1.09,156.0,3.8
200110008,M0209+3622,4,32.108832,35.363297,41.8,35.9,11.2,1.17,286.0,3.9
200110008,M0209+3622,5,32.690173,35.363297,41.6,35.7,11.1,1.17,275.0,4.1
200110008,M0209+3622,8,30.655478,35.768645,55.6,47.9,11.1,1.16,246.0,3.9
200110008,M0209+3622,13,33.562185,35.768645,41.7,36.5,11.1,1.14,232.0,3.7
200110008,M0209+3622,14,34.143526,35.768645,53.5,46.7,11.2,1.15,240.0,3.8
200110008,M0209+3622,16,31.527490,36.173993,40.1,33.6,11.3,1.19,315.0,4.1
200110008,M0209+3622,19,33.271514,36.173993,40.9,34.4,11.2,1.19,340.0,3.9
200110008,M0209+3622,20,33.852856,36.173993,48.2,40.3,11.2,1.2,341.0,5.3
200110008,M0209+3622,21,30.655478,36.579341,54.4,47.4,11.1,1.15,237.0,3.9
200110008,M0209+3622,23,31.818161,36.579341,40.3,33.6,11.1,1.2,342.0,4.0
200110008,M0209+3622,24,32.399502,36.579341,36.8,32.2,11.2,1.14,228.0,3.7
200110008,M0209+3622,25,32.980844,36.579341,44.9,36.9,11.3,1.22,380.0,4.2
200110008,M0209+3622,30,32.690173,36.984689,35.7,32.0,11.2,1.12,158.0,3.5
200110008,M0209+3622,31,33.271514,36.984689,40.8,35.1,11.2,1.16,273.0,3.9
200110008,M0209+3622,33,30.655478,37.390037,53.9,47.0,11.0,1.15,239.0,3.9
200110008,M0209+3622,34,31.236820,37.390037,45.5,39.1,11.5,1.16,261.0,3.8
200110008,M0209+3622,35,31.818161,37.390037,42.5,37.5,11.4,1.13,202.0,3.7
200110008,M0209+3622,36,32.399502,37.390037,39.6,35.1,11.2,1.13,221.0,3.7
200110008,M0209+3622,37,32.980844,37.390037,40.2,36.7,11.6,1.1,147.0,3.5
200110008,M0209+3622,38,33.562185,37.390037,54.5,48.9,11.3,1.11,171.0,3.9
200111041,S2314+3848,3,347.907508,37.795519,41.8,34.9,11.2,1.2,346.0,4.7
200111041,S2314+3848,6,349.709487,37.795519,41.3,34.2,11.1,1.21,345.0,4.2
200111041,S2314+3848,7,350.310147,37.795519,58.9,54.7,11.7,1.08,101.0,3.5
200111041,S2314+3848,9,347.607179,38.200867,40.5,33.8,11.2,1.2,344.0,4.2
200111041,S2314+3848,10,348.207838,38.200867,37.3,32.3,11.2,1.16,272.0,3.8
200111041,S2314+3848,11,348.808498,38.200867,38.9,32.1,11.1,1.21,372.0,4.6
200111041,S2314+3848,12,349.409158,38.200867,37.1,32.6,11.1,1.14,219.0,3.7
200111041,S2314+3848,13,350.009817,38.200867,45.7,39.4,11.3,1.16,271.0,4.3
200111041,S2314+3848,14,350.610477,38.200867,54.2,48.5,11.5,1.12,180.0,3.7
200111041,S2314+3848,15,347.306849,38.606215,48.8,43.4,11.5,1.12,204.0,3.9
200111041,S2314+3848,18,349.108828,38.606215,41.9,34.3,11.1,1.22,416.0,4.4
200111041,S2314+3848,19,349.709487,38.606215,41.4,36.4,11.2,1.14,213.0,3.6
200111041,S2314+3848,20,350.310147,38.606215,42.3,38.7,11.2,1.09,150.0,3.6
200111041,S2314+3848,22,347.607179,39.011563,41.4,35.9,11.2,1.15,260.0,3.8
200111041,S2314+3848,25,349.409158,39.011563,40.1,35.1,11.2,1.14,242.0,4.0
200111041,S2314+3848,26,350.009817,39.011563,40.3,36.3,11.1,1.11,165.0,3.6
200111041,S2314+3848,27,347.306849,39.416911,45.3,37.6,11.3,1.2,365.0,4.3
200111041,S2314+3848,28,347.907508,39.416911,42.8,36.3,11.3,1.18,341.0,4.3
200111041,S2314+3848,30,349.108828,39.416911,38.8,33.6,11.3,1.15,250.0,3.8
200111041,S2314+3848,31,349.709487,39.416911,42.3,36.0,11.2,1.17,299.0,3.8
200111041,S2314+3848,32,350.310147,39.416911,57.0,48.8,11.5,1.17,289.0,4.2
200111041,S2314+3848,33,347.006519,39.822259,54.3,48.7,11.7,1.12,182.0,3.7
200111041,S2314+3848,34,347.607179,39.822259,45.5,38.8,11.4,1.17,291.0,3.8
200111041,S2314+3848,35,348.207838,39.822259,43.4,37.1,11.4,1.17,308.0,4.1
200111041,S2314+3848,38,350.009817,39.822259,53.4,45.4,11.4,1.18,309.0,5.1
200112006,S1404+6041,2,208.894040,59.684130,38.3,35.1,12.5,1.09,184.0,3.6
200112006,S1404+6041,3,209.850392,59.684130,35.9,33.2,12.5,1.08,165.0,3.6
200112006,S1404+6041,4,210.806745,59.684130,33.2,30.3,12.5,1.09,171.0,3.6
200112006,S1404+6041,5,211.763097,59.684130,36.2,32.5,12.5,1.11,212.0,3.8
200112006,S1404+6041,6,212.719450,59.684130,37.8,33.7,12.5,1.12,236.0,3.8
200112006,S1404+6041,7,213.675802,59.684130,53.3,49.8,13.2,1.07,109.0,3.5
200112006,S1404+6041,8,208.415864,60.089478,51.7,47.0,12.7,1.1,198.0,4.2
200112006,S1404+6041,9,209.372216,60.089478,36.8,33.4,12.4,1.1,216.0,4.0
200112006,S1404+6041,10,210.328569,60.089478,35.0,31.3,12.5,1.12,227.0,3.8
200112006,S1404+6041,11,211.284921,60.089478,34.3,29.5,12.6,1.16,371.0,4.2
200112006,S1404+6041,12,212.241274,60.089478,33.9,30.9,12.6,1.1,180.0,3.5
200112006,S1404+6041,13,213.197626,60.089478,38.6,34.5,12.6,1.12,249.0,3.8
200112006,S1404+6041,14,214.153978,60.089478,44.9,42.4,12.5,1.06,145.0,3.6
200112006,S1404+6041,15,208.894040,60.494826,41.0,37.4,12.8,1.1,181.0,3.7
200112006,S1404+6041,16,209.850392,60.494826,33.5,29.6,12.5,1.13,260.0,4.0
200112006,S1404+6041,18,211.763097,60.494826,37.3,32.0,12.5,1.16,354.0,4.0
200112006,S1404+6041,19,212.719450,60.494826,35.8,32.8,12.5,1.09,193.0,3.7
200112006,S1404+6041,20,213.675802,60.494826,43.9,39.0,12.5,1.12,280.0,5.3
200112006,S1404+6041,22,209.372216,60.900174,35.8,32.2,12.5,1.11,263.0,3.7
200112006,S1404+6041,23,210.328569,60.900174,35.0,29.3,12.6,1.19,430.0,4.3
200112006,S1404+6041,25,212.241274,60.900174,35.4,32.4,12.5,1.09,200.0,3.6
200112006,S1404+6041,31,212.719450,61.305522,36.6,33.3,12.3,1.1,203.0,3.6
200112006,S1404+6041,32,213.675802,61.305522,48.7,45.2,12.7,1.08,144.0,3.5
200112006,S1404+6041,36,211.284921,61.710870,35.7,32.9,12.4,1.08,180.0,3.6
200112006,S1404+6041,37,212.241274,61.710870,38.6,33.6,12.4,1.15,349.0,4.1
200112006,S1404+6041,39,214.153978,61.710870,59.6,55.6,12.8,1.07,133.0,3.5
200112007,M0209+3622,4,32.108832,35.363297,43.5,37.4,10.8,1.16,256.0,4.1
200112007,M0209+3622,5,32.690173,35.363297,43.6,37.9,10.9,1.15,235.0,3.9
200112007,M0209+3622,6,33.271514,35.363297,45.1,36.9,10.9,1.22,376.0,4.9
200112007,M0209+3622,13,33.562185,35.768645,45.2,39.1,10.7,1.16,240.0,3.8
200112007,M0209+3622,14,34.143526,35.768645,56.0,48.2,10.8,1.16,256.0,3.9
200112007,M0209+3622,19,33.271514,36.173993,42.6,36.2,10.9,1.18,300.0,4.1
200112007,M0209+3622,20,33.852856,36.173993,50.7,41.8,10.8,1.21,380.0,5.4
200112007,M0209+3622,21,30.655478,36.579341,58.1,50.6,11.0,1.15,242.0,4.0
200112007,M0209+3622,23,31.818161,36.579341,42.6,35.2,11.0,1.21,329.0,4.1
200112007,M0209+3622,24,32.399502,36.579341,37.8,33.3,11.1,1.13,215.0,3.6
200112007,M0209+3622,25,32.980844,36.579341,42.2,35.8,11.0,1.18,294.0,4.1
200112007,M0209+3622,26,33.562185,36.579341,44.5,37.2,10.8,1.2,372.0,4.8
200112007,M0209+3622,29,32.108832,36.984689,38.4,33.6,10.9,1.14,249.0,3.8
200112007,M0209+3622,30,32.690173,36.984689,38.6,34.5,11.0,1.12,162.0,3.6
200112007,M0209+3622,31,33.271514,36.984689,44.3,37.3,11.0,1.19,315.0,4.0
200112007,M0209+3622,32,33.852856,36.984689,55.8,50.6,11.0,1.1,153.0,3.6
200112007,M0209+3622,33,30.655478,37.390037,57.9,49.7,10.9,1.17,283.0,3.9
200112007,M0209+3622,34,31.236820,37.390037,49.0,41.9,11.2,1.17,280.0,3.8
200112007,M0209+3622,35,31.818161,37.390037,49.3,42.0,11.1,1.18,273.0,3.7
200112007,M0209+3622,36,32.399502,37.390037,39.5,35.9,10.9,1.1,181.0,3.7
200112007,M0209+3622,37,32.980844,37.390037,44.1,39.4,11.3,1.12,178.0,3.6
200112007,M0209+3622,38,33.562185,37.390037,49.0,43.0,11.0,1.14,217.0,3.8
200113040,S2314+4606,2,346.985240,45.091630,42.5,37.1,11.8,1.15,270.0,3.9
200113040,S2314+4606,3,347.660318,45.091630,39.7,35.8,11.9,1.11,188.0,3.6
200113040,S2314+4606,4,348.335397,45.091630,40.1,34.8,11.8,1.15,305.0,4.2
200113040,S2314+4606,5,349.010476,45.091630,39.8,34.1,11.8,1.17,289.0,4.0
200113040,S2314+4606,7,350.360634,45.091630,56.4,50.9,12.4,1.11,175.0,3.6
200113040,S2314+4606,8,346.647700,45.496978,56.5,51.8,12.1,1.09,137.0,3.6
200113040,S2314+4606,9,347.322779,45.496978,41.6,36.6,11.9,1.13,253.0,4.2
200113040,S2314+4606,12,349.348016,45.496978,40.4,33.2,11.8,1.22,412.0,4.0
200113040,S2314+4606,13,350.023094,45.496978,42.8,36.4,11.7,1.18,354.0,4.0
200113040,S2314+4606,15,346.985240,45.902326,49.9,44.5,11.9,1.12,226.0,4.6
200113040,S2314+4606,18,349.010476,45.902326,37.6,32.7,11.7,1.15,309.0,3.9
200113040,S2314+4606,19,349.685555,45.902326,38.8,34.4,11.8,1.13,231.0,3.7
200113040,S2314+4606,20,350.360634,45.902326,44.8,41.8,11.7,1.07,119.0,3.4
200113040,S2314+4606,21,346.647700,46.307674,57.4,53.4,11.9,1.08,137.0,3.5
200113040,S2314+4606,22,347.322779,46.307674,42.2,36.3,11.7,1.16,330.0,4.9
200113040,S2314+4606,23,347.997858,46.307674,37.5,32.2,11.6,1.16,299.0,3.7
200113040,S2314+4606,24,348.672937,46.307674,39.2,33.7,11.6,1.16,374.0,6.0
200113040,S2314+4606,25,349.348016,46.307674,40.1,35.0,11.7,1.14,298.0,6.2
200113040,S2314+4606,26,350.023094,46.307674,40.3,35.1,11.8,1.15,296.0,4.5
200113040,S2314+4606,28,347.660318,46.713022,40.9,35.7,11.7,1.14,314.0,4.9
200113040,S2314+4606,30,349.010476,46.713022,39.1,34.5,11.7,1.13,272.0,3.9
200113040,S2314+4606,31,349.685555,46.713022,42.8,36.4,11.8,1.18,339.0,4.2
200113040,S2314+4606,33,346.647700,47.118370,51.1,45.2,11.8,1.13,268.0,4.0
200113040,S2314+4606,34,347.322779,47.118370,43.0,38.0,11.8,1.13,254.0,3.8
200113040,S2314+4606,37,349.348016,47.118370,38.5,34.6,11.7,1.11,215.0,3.7
200122050,S1334+5058,0,203.712500,50.969167,41.4,34.9,12.1,1.19,400.0,4.2
200122050,S1334+5058,1,201.296910,49.955797,55.4,50.6,12.1,1.1,194.0,3.6
200122050,S1334+5058,2,202.040168,49.955797,57.8,49.1,12.0,1.18,362.0,6.5
200122050,S1334+5058,4,203.526685,49.955797,45.9,42.4,12.3,1.08,153.0,3.7
200122050,S1334+5058,5,204.269944,49.955797,55.5,47.3,12.3,1.17,318.0,3.8
200122050,S1334+5058,6,205.013202,49.955797,46.9,44.5,12.2,1.06,80.0,3.4
200122050,S1334+5058,8,201.668539,50.361145,55.4,49.9,12.1,1.11,225.0,5.1
200122050,S1334+5058,11,203.898315,50.361145,36.8,33.7,12.2,1.09,183.0,3.6
200122050,S1334+5058,12,204.641573,50.361145,37.6,34.2,12.2,1.1,167.0,3.5
200122050,S1334+5058,13,205.384832,50.361145,40.9,37.9,12.1,1.08,162.0,3.6
200122050,S1334+5058,15,202.040168,50.766493,48.4,44.3,12.1,1.09,162.0,3.7
200122050,S1334+5058,16,202.783427,50.766493,44.2,40.7,12.3,1.09,145.0,3.5
200122050,S1334+5058,17,203.526685,50.766493,38.6,32.7,12.1,1.18,373.0,4.2
200122050,S1334+5058,19,205.013202,50.766493,36.9,33.6,12.1,1.1,186.0,3.5
200122050,S1334+5058,21,201.668539,51.171841,56.3,48.8,12.3,1.15,307.0,4.7
200122050,S1334+5058,22,202.411798,51.171841,40.5,35.7,12.1,1.14,279.0,3.9
200122050,S1334+5058,23,203.155056,51.171841,34.9,31.8,12.1,1.1,205.0,3.7
200122050,S1334+5058,24,203.898315,51.171841,38.0,32.3,12.0,1.18,379.0,4.1
200122050,S1334+5058,25,204.641573,51.171841,36.8,33.5,12.1,1.1,175.0,3.6
200122050,S1334+5058,26,205.384832,51.171841,39.4,34.5,12.1,1.14,304.0,5.8
200122050,S1334+5058,27,202.040168,51.577189,41.3,37.4,12.0,1.11,220.0,3.9
200122050,S1334+5058,28,202.783427,51.577189,39.2,35.1,12.2,1.12,235.0,3.8
200122050,S1334+5058,29,203.526685,51.577189,36.4,32.8,12.2,1.11,192.0,3.6
200122050,S1334+5058,30,204.269944,51.577189,37.6,32.3,12.2,1.16,309.0,3.8
200122050,S1334+5058,31,205.013202,51.577189,39.1,34.8,12.2,1.12,252.0,3.8
200122050,S1334+5058,32,205.756461,51.577189,56.2,50.1,12.3,1.12,232.0,3.6
200122050,S1334+5058,33,201.668539,51.982537,53.7,46.2,12.2,1.16,375.0,5.4
200122050,S1334+5058,34,202.411798,51.982537,43.5,38.1,12.1,1.14,283.0,4.5
200122050,S1334+5058,35,203.155056,51.982537,37.8,34.5,12.2,1.1,183.0,3.7
200122050,S1334+5058,36,203.898315,51.982537,38.3,34.7,12.2,1.1,190.0,3.6
200122050,S1334+5058,37,204.641573,51.982537,50.1,42.6,12.3,1.18,373.0,5.4
200122050,S1334+5058,38,205.384832,51.982537,50.3,46.6,12.4,1.08,139.0,3.5
200123001,S0214+4114,1,31.556161,40.227463,53.0,49.1,11.7,1.08,136.0,3.6
200123001,S0214+4114,2,32.178624,40.227463,55.1,51.0,11.7,1.08,138.0,3.6
200123001,S0214+4114,3,32.801088,40.227463,47.9,40.5,11.5,1.18,366.0,5.9
200123001,S0214+4114,4,33.423551,40.227463,50.5,46.8,11.6,1.08,131.0,3.5
200123001,S0214+4114,5,34.046015,40.227463,49.1,45.5,11.5,1.08,142.0,3.6
200123001,S0214+4114,6,34.668478,40.227463,52.3,47.9,11.5,1.09,137.0,3.6
200123001,S0214+4114,8,31.867392,40.632811,54.3,51.3,11.8,1.06,79.0,3.4
200123001,S0214+4114,9,32.489856,40.632811,48.1,45.2,11.7,1.07,102.0,3.5
200123001,S0214+4114,10,33.112319,40.632811,45.6,41.8,11.6,1.09,148.0,3.5
200123001,S0214+4114,11,33.734783,40.632811,38.3,34.8,11.5,1.1,145.0,3.5
200123001,S0214+4114,15,32.178624,41.038159,50.7,45.2,11.8,1.12,205.0,3.9
200123001,S0214+4114,16,32.801088,41.038159,46.2,42.3,11.7,1.09,152.0,3.5
200123001,S0214+4114,17,33.423551,41.038159,38.3,34.0,11.5,1.13,226.0,3.6
200123001,S0214+4114,19,34.668478,41.038159,37.6,34.4,11.4,1.09,169.0,3.6
200123001,S0214+4114,20,35.290942,41.038159,48.6,41.8,11.4,1.16,312.0,4.2
200123001,S0214+4114,21,31.867392,41.443507,56.2,51.7,11.7,1.09,147.0,3.6
200123001,S0214+4114,22,32.489856,41.443507,43.1,36.9,11.6,1.17,326.0,4.3
200123001,S0214+4114,26,34.979710,41.443507,40.9,36.8,11.5,1.11,190.0,3.6
200123001,S0214+4114,27,32.178624,41.848855,41.9,38.0,11.5,1.1,152.0,3.6
200123001,S0214+4114,28,32.801088,41.848855,41.2,36.1,11.6,1.14,261.0,4.2
200123001,S0214+4114,29,33.423551,41.848855,41.2,36.3,11.6,1.14,226.0,3.6
200123001,S0214+4114,33,31.867392,42.254203,52.0,48.1,11.7,1.08,138.0,3.5
200123001,S0214+4114,34,32.489856,42.254203,43.1,39.3,11.6,1.1,153.0,3.5
200123001,S0214+4114,35,33.112319,42.254203,40.8,36.9,11.7,1.1,190.0,3.7
200123001,S0214+4114,36,33.734783,42.254203,40.5,36.0,11.6,1.12,209.0,3.7
200124041,S2317+4340,1,347.151019,42.659686,55.2,50.3,11.5,1.1,150.0,3.5
200124041,S2317+4340,2,347.798141,42.659686,57.6,48.4,11.5,1.19,373.0,6.6
200124041,S2317+4340,3,348.445264,42.659686,47.0,40.3,11.4,1.17,299.0,4.0
200124041,S2317+4340,4,349.092386,42.659686,53.7,45.6,11.6,1.18,326.0,4.0
200124041,S2317+4340,5,349.739509,42.659686,48.7,42.6,11.6,1.14,240.0,3.8
200124041,S2317+4340,6,350.386631,42.659686,51.9,44.5,11.5,1.17,298.0,3.9
200124041,S2317+4340,8,347.474580,43.065034,59.1,52.9,11.5,1.12,187.0,3.7
200124041,S2317+4340,12,350.063070,43.065034,41.6,35.1,11.5,1.18,322.0,4.1
