ObsID,Name,Beam,RA,Dec,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
200329018,S2231+4340,25,338.692236,43.875730,32.0,27.5,11.7,1.17,275.0,3.7
200329018,S2231+4340,26,339.339359,43.875730,36.6,30.5,11.8,1.2,349.0,4.0
200329018,S2231+4340,27,336.427307,44.281078,42.0,35.6,11.7,1.18,313.0,3.8
200329018,S2231+4340,29,337.721552,44.281078,33.7,28.2,11.9,1.2,338.0,3.9
200329018,S2231+4340,31,339.015797,44.281078,35.4,31.0,11.7,1.14,216.0,3.6
200329018,S2231+4340,32,339.662920,44.281078,50.4,42.5,11.7,1.19,348.0,4.3
200329018,S2231+4340,33,336.103746,44.686426,40.0,36.2,11.9,1.11,175.0,3.5
200329018,S2231+4340,36,338.045114,44.686426,34.7,30.1,11.7,1.15,254.0,3.7
200329059,S1532+5550,3,232.108207,54.819963,34.6,31.6,12.7,1.09,195.0,3.6
200329059,S1532+5550,6,234.608510,54.819963,37.0,31.7,12.7,1.17,341.0,4.2
200329059,S1532+5550,7,235.441944,54.819963,45.2,39.5,12.9,1.15,296.0,5.1
200329059,S1532+5550,8,230.858056,55.225311,57.4,49.2,13.1,1.17,314.0,4.6
200329059,S1532+5550,10,232.524924,55.225311,32.4,28.8,12.5,1.13,254.0,3.8
200329059,S1532+5550,16,232.108207,55.630659,36.8,31.8,12.6,1.16,342.0,4.2
200329059,S1532+5550,20,235.441944,55.630659,37.3,34.0,12.8,1.1,219.0,3.7
200329059,S1532+5550,21,230.858056,56.036007,45.9,39.6,12.7,1.16,313.0,3.8
200329059,S1532+5550,22,231.691490,56.036007,33.4,29.4,12.5,1.13,280.0,4.1
200329059,S1532+5550,23,232.524924,56.036007,34.7,29.4,12.5,1.18,355.0,3.8
200329059,S1532+5550,26,235.025227,56.036007,32.5,29.6,12.7,1.1,212.0,3.9
200329059,S1532+5550,27,231.274773,56.441355,42.0,35.8,12.2,1.17,380.0,5.1
200329059,S1532+5550,28,232.108207,56.441355,30.4,27.0,12.6,1.13,258.0,3.9
200329059,S1532+5550,29,232.941641,56.441355,35.5,31.6,12.6,1.12,242.0,3.7
200329059,S1532+5550,31,234.608510,56.441355,35.8,30.5,12.7,1.17,369.0,3.9
200329059,S1532+5550,32,235.441944,56.441355,44.9,40.9,13.0,1.1,210.0,4.0
200329059,S1532+5550,36,233.358359,56.846703,31.9,28.3,12.6,1.13,237.0,3.9
200330001,S0312+4114,7,49.836775,40.227463,49.9,44.7,11.5,1.12,190.0,3.6
200330001,S0312+4114,13,49.525543,40.632811,39.5,33.0,11.5,1.2,331.0,4.2
200330001,S0312+4114,21,46.413225,41.443507,45.9,39.7,11.4,1.16,286.0,5.6
200330001,S0312+4114,27,46.724457,41.848855,47.2,41.4,11.3,1.14,239.0,3.7
200330001,S0312+4114,33,46.413225,42.254203,44.2,41.6,11.4,1.06,95.0,3.4
200330001,S0312+4114,34,47.035689,42.254203,39.4,34.6,11.6,1.14,234.0,3.7
200330001,S0312+4114,36,48.280616,42.254203,39.5,33.6,11.6,1.18,286.0,3.8
200331017,S2235+4832,0,338.887500,48.537222,37.7,33.2,11.8,1.14,243.0,3.7
200331017,S2235+4832,8,336.943540,47.929200,58.2,54.4,12.2,1.07,121.0,3.5
200331017,S2235+4832,11,339.064224,47.929200,35.2,30.2,11.7,1.17,331.0,4.1
200331017,S2235+4832,12,339.771118,47.929200,39.2,33.1,11.7,1.18,365.0,4.0
200331017,S2235+4832,15,337.296987,48.334548,50.0,43.6,11.8,1.15,272.0,3.8
200331017,S2235+4832,17,338.710776,48.334548,35.9,29.7,11.7,1.21,442.0,4.4
200331017,S2235+4832,18,339.417671,48.334548,34.4,30.1,11.6,1.14,270.0,3.9
200331017,S2235+4832,21,336.943540,48.739896,42.9,38.3,11.9,1.12,230.0,3.8
200331017,S2235+4832,23,338.357329,48.739896,34.5,29.6,11.8,1.17,337.0,4.5
200331017,S2235+4832,24,339.064224,48.739896,33.0,28.8,11.8,1.14,254.0,3.8
200331017,S2235+4832,27,337.296987,49.145244,46.0,38.8,11.8,1.19,363.0,4.1
200331017,S2235+4832,29,338.710776,49.145244,45.3,45.7,11.8,0.99,-53.0,3.1
200331017,S2235+4832,30,339.417671,49.145244,36.2,31.5,11.9,1.15,287.0,3.8
200331017,S2235+4832,31,340.124566,49.145244,38.4,31.9,11.8,1.21,402.0,4.4
200331017,S2235+4832,32,340.831460,49.145244,49.1,43.1,11.9,1.14,277.0,4.3
200331017,S2235+4832,36,339.064224,49.550592,33.4,30.3,12.0,1.1,184.0,3.6
200331017,S2235+4832,39,341.184907,49.550592,54.2,48.8,11.9,1.11,197.0,3.6
200331058,S1534+5324,0,233.633333,53.401389,33.6,30.1,12.3,1.12,231.0,3.7
200331058,S1534+5324,2,231.866942,52.388019,43.0,38.5,12.6,1.12,212.0,3.7
200331058,S1534+5324,4,233.437067,52.388019,48.2,40.1,12.3,1.2,397.0,4.0
200331058,S1534+5324,5,234.222130,52.388019,43.3,37.4,12.4,1.16,360.0,5.0
200331058,S1534+5324,9,232.259474,52.793367,51.3,44.2,12.3,1.16,335.0,3.9
200331058,S1534+5324,10,233.044536,52.793367,37.4,33.1,12.4,1.13,250.0,3.7
200331058,S1534+5324,11,233.829599,52.793367,50.7,42.7,13.1,1.19,356.0,3.9
200331058,S1534+5324,16,232.652005,53.198715,51.1,45.6,12.8,1.12,222.0,4.3
200331058,S1534+5324,17,233.437067,53.198715,38.7,33.8,12.7,1.15,280.0,3.8
200331058,S1534+5324,18,234.222130,53.198715,38.1,33.0,12.5,1.15,296.0,3.9
200331058,S1534+5324,20,235.792255,53.198715,45.8,38.9,12.8,1.18,379.0,4.5
200331058,S1534+5324,23,233.044536,53.604063,35.5,32.1,12.7,1.1,204.0,3.8
200331058,S1534+5324,24,233.829599,53.604063,33.9,30.0,12.4,1.13,270.0,3.7
200331058,S1534+5324,28,232.652005,54.009411,34.2,30.7,12.5,1.11,206.0,3.7
200331058,S1534+5324,29,233.437067,54.009411,35.6,30.8,12.5,1.16,302.0,3.8
200331058,S1534+5324,30,234.222130,54.009411,37.8,32.0,12.5,1.18,382.0,3.8
200331058,S1534+5324,31,235.007192,54.009411,38.4,32.7,12.5,1.18,382.0,5.1
200331058,S1534+5324,36,233.829599,54.414759,34.6,31.0,12.6,1.12,239.0,3.6
200331058,S1534+5324,37,234.614661,54.414759,35.7,31.8,12.6,1.12,244.0,3.8
200401001,S0304+4340,4,45.934052,42.659686,35.7,31.9,11.8,1.12,178.0,3.6
200401001,S0304+4340,5,46.581175,42.659686,39.9,36.2,11.5,1.1,163.0,3.6
200401001,S0304+4340,8,44.316246,43.065034,55.0,51.1,12.0,1.08,111.0,3.5
200401001,S0304+4340,11,46.257614,43.065034,48.4,39.6,12.3,1.22,359.0,4.1
200401001,S0304+4340,12,46.904736,43.065034,36.2,31.6,11.9,1.14,254.0,3.8
200401001,S0304+4340,15,44.639807,43.470382,45.6,37.8,12.0,1.2,377.0,4.7
200401001,S0304+4340,19,47.228297,43.470382,38.7,32.7,11.6,1.18,322.0,4.3
200401001,S0304+4340,20,47.875420,43.470382,39.6,33.9,11.7,1.17,329.0,5.0
200401001,S0304+4340,26,47.551859,43.875730,37.6,31.3,11.8,1.2,340.0,5.1
200401001,S0304+4340,27,44.639807,44.281078,41.6,37.2,11.8,1.12,208.0,3.6
200401001,S0304+4340,29,45.934052,44.281078,33.4,28.9,11.9,1.16,274.0,3.9
200401001,S0304+4340,33,44.316246,44.686426,48.3,40.1,11.7,1.2,379.0,4.1
200401001,S0304+4340,34,44.963369,44.686426,37.5,31.9,12.3,1.18,314.0,3.9
200401001,S0304+4340,36,46.257614,44.686426,40.4,33.4,11.9,1.21,376.0,3.9
200401001,S0304+4340,37,46.904736,44.686426,37.1,31.0,11.8,1.2,367.0,5.0
200402015,S2242+4606,1,338.397661,45.091630,48.3,44.7,12.1,1.08,139.0,3.5
200402015,S2242+4606,4,340.422897,45.091630,39.4,34.0,12.0,1.16,306.0,3.9
200402015,S2242+4606,5,341.097976,45.091630,38.9,33.9,12.0,1.15,253.0,3.8
200402015,S2242+4606,11,340.760437,45.496978,45.9,37.6,12.1,1.22,408.0,4.3
200402015,S2242+4606,14,342.785673,45.496978,53.7,46.0,11.9,1.17,308.0,3.8
200402015,S2242+4606,16,339.747818,45.902326,33.8,30.4,12.0,1.11,201.0,3.8
200402015,S2242+4606,17,340.422897,45.902326,38.2,31.4,12.0,1.22,416.0,4.1
200402015,S2242+4606,20,342.448134,45.902326,44.8,36.9,11.9,1.21,410.0,4.1
200402015,S2242+4606,23,340.085358,46.307674,33.7,29.3,12.0,1.15,270.0,3.9
200402015,S2242+4606,29,340.422897,46.713022,31.8,28.2,12.1,1.13,211.0,3.7
200402015,S2242+4606,34,339.410279,47.118370,36.8,31.9,12.3,1.16,330.0,4.6
200402015,S2242+4606,35,340.085358,47.118370,33.6,30.1,12.1,1.12,201.0,3.8
200402056,S1552+5324,3,237.210339,52.388019,45.7,39.2,11.9,1.17,356.0,4.1
200402056,S1552+5324,9,236.817808,52.793367,47.6,42.3,12.0,1.13,236.0,3.9
200402056,S1552+5324,12,239.172995,52.793367,42.6,38.5,12.0,1.11,173.0,3.5
200402056,S1552+5324,13,239.958058,52.793367,47.5,39.1,12.0,1.21,419.0,4.1
200402056,S1552+5324,15,236.425276,53.198715,46.8,39.7,12.1,1.18,381.0,4.9
200402056,S1552+5324,18,238.780464,53.198715,35.4,30.7,12.0,1.15,286.0,3.8
200402056,S1552+5324,20,240.350589,53.198715,41.8,36.3,12.1,1.15,266.0,3.7
200402056,S1552+5324,23,237.602870,53.604063,33.7,29.8,12.1,1.13,257.0,3.7
200402056,S1552+5324,24,238.387933,53.604063,32.5,29.4,12.0,1.1,204.0,3.6
200402056,S1552+5324,30,238.780464,54.009411,33.2,29.0,12.1,1.15,307.0,3.9
200402056,S1552+5324,34,236.817808,54.414759,37.3,32.3,12.3,1.16,328.0,5.4
200402056,S1552+5324,36,238.387933,54.414759,38.1,33.4,12.1,1.14,255.0,3.6
200402056,S1552+5324,38,239.958058,54.414759,40.2,35.8,12.1,1.12,229.0,3.6
200403001,S0327+4114,4,51.606884,40.227463,42.5,36.4,11.7,1.17,280.0,3.8
200403001,S0327+4114,7,53.474275,40.227463,50.6,42.6,11.7,1.19,329.0,4.2
200403001,S0327+4114,20,53.474275,41.038159,42.5,35.0,11.9,1.21,372.0,4.1
200403001,S0327+4114,28,50.984421,41.848855,34.5,29.1,11.9,1.19,324.0,3.9
200403001,S0327+4114,32,53.474275,41.848855,50.9,47.6,11.8,1.07,96.0,3.4
200403001,S0327+4114,39,53.785506,42.254203,49.1,43.2,11.9,1.13,243.0,3.8
200404014,S2246+4340,2,340.218974,42.659686,45.2,38.9,11.7,1.16,285.0,3.8
200404014,S2246+4340,3,340.866097,42.659686,38.2,33.0,11.7,1.16,288.0,3.8
200404014,S2246+4340,5,342.160342,42.659686,38.8,32.6,11.7,1.19,345.0,4.0
200404014,S2246+4340,9,340.542536,43.065034,40.0,34.4,11.8,1.16,286.0,4.3
200404014,S2246+4340,13,343.131026,43.065034,36.7,32.7,11.8,1.12,207.0,3.7
200404014,S2246+4340,19,342.807464,43.470382,41.8,34.7,11.8,1.2,361.0,4.0
200404014,S2246+4340,27,340.218974,44.281078,45.4,38.0,11.7,1.2,359.0,4.0
200404014,S2246+4340,30,342.160342,44.281078,36.2,30.0,11.9,1.2,387.0,4.3
200404014,S2246+4340,32,343.454587,44.281078,47.4,42.8,11.8,1.11,180.0,3.7
200404014,S2246+4340,37,342.483903,44.686426,35.3,30.5,11.9,1.16,299.0,4.0
200404055,S1551+5550,0,237.950000,55.833333,32.2,27.8,12.6,1.16,330.0,4.0
200404055,S1551+5550,1,235.241338,54.819963,48.8,43.1,12.6,1.13,277.0,4.6
200404055,S1551+5550,2,236.074773,54.819963,41.2,36.4,12.5,1.13,271.0,3.9
200404055,S1551+5550,3,236.908207,54.819963,37.3,31.4,12.6,1.19,391.0,4.2
200404055,S1551+5550,6,239.408510,54.819963,37.4,31.8,12.6,1.18,380.0,4.1
200404055,S1551+5550,7,240.241944,54.819963,58.2,49.0,12.7,1.19,378.0,3.9
200404055,S1551+5550,8,235.658056,55.225311,58.6,50.5,13.3,1.16,316.0,4.1
200404055,S1551+5550,11,238.158359,55.225311,37.7,33.1,12.5,1.14,287.0,3.7
200404055,S1551+5550,14,240.658662,55.225311,45.5,41.8,12.7,1.09,158.0,3.5
200404055,S1551+5550,15,236.074773,55.630659,43.2,39.3,12.6,1.1,208.0,3.7
200404055,S1551+5550,17,237.741641,55.630659,35.0,29.6,12.5,1.18,392.0,4.1
200404055,S1551+5550,18,238.575076,55.630659,34.2,29.3,12.5,1.17,335.0,4.3
200404055,S1551+5550,20,240.241944,55.630659,38.1,34.7,12.4,1.1,207.0,3.9
200404055,S1551+5550,22,236.491490,56.036007,39.1,32.4,12.5,1.2,483.0,4.4
200404055,S1551+5550,23,237.324924,56.036007,30.8,28.0,12.4,1.1,190.0,3.6
200404055,S1551+5550,25,238.991793,56.036007,34.7,29.2,12.5,1.19,391.0,4.1
200404055,S1551+5550,28,236.908207,56.441355,31.5,28.4,12.6,1.11,214.0,3.7
200404055,S1551+5550,29,237.741641,56.441355,32.3,28.9,12.7,1.12,203.0,3.6
200404055,S1551+5550,30,238.575076,56.441355,30.6,27.5,12.6,1.11,222.0,3.6
200404055,S1551+5550,32,240.241944,56.441355,49.4,42.3,12.6,1.17,378.0,4.9
200404055,S1551+5550,33,235.658056,56.846703,43.0,37.7,12.4,1.14,327.0,4.4
200404055,S1551+5550,34,236.491490,56.846703,40.5,34.5,12.5,1.17,360.0,3.9
200404055,S1551+5550,35,237.324924,56.846703,31.7,29.1,12.6,1.09,177.0,3.6
200404055,S1551+5550,36,238.158359,56.846703,32.5,29.7,12.6,1.09,185.0,3.6
200405001,S0319+4340,26,51.339359,43.875730,35.7,31.4,11.9,1.14,218.0,3.6
200405001,S0319+4340,28,49.074430,44.281078,35.1,30.1,12.2,1.16,308.0,4.7
200405001,S0319+4340,29,49.721552,44.281078,33.5,28.8,12.1,1.16,308.0,4.2
200405001,S0319+4340,32,51.662920,44.281078,51.4,44.6,12.1,1.15,276.0,3.8
200405001,S0319+4340,39,51.986481,44.686426,47.5,43.0,12.0,1.11,173.0,3.6
200406013,S2252+4832,3,342.141382,47.523852,47.4,40.3,12.4,1.17,320.0,4.0
200406013,S2252+4832,4,342.848276,47.523852,51.5,42.6,12.4,1.21,382.0,4.2
200406013,S2252+4832,5,343.555171,47.523852,45.7,40.6,12.4,1.13,194.0,3.6
200406013,S2252+4832,6,344.262066,47.523852,47.7,42.2,12.4,1.13,238.0,4.4
200406013,S2252+4832,7,344.968960,47.523852,58.1,53.2,12.4,1.09,134.0,3.5
200406013,S2252+4832,9,341.787934,47.929200,51.9,46.4,12.4,1.12,203.0,4.9
200406013,S2252+4832,10,342.494829,47.929200,43.5,40.1,12.4,1.09,136.0,3.5
200406013,S2252+4832,13,344.615513,47.929200,48.2,43.4,12.5,1.11,179.0,3.6
200406013,S2252+4832,16,342.141382,48.334548,45.1,39.2,12.5,1.15,282.0,4.0
200406013,S2252+4832,19,344.262066,48.334548,43.8,38.2,12.4,1.15,262.0,3.8
200406013,S2252+4832,20,344.968960,48.334548,50.0,41.5,12.5,1.2,380.0,4.3
200406013,S2252+4832,22,341.787934,48.739896,46.5,42.4,12.6,1.1,172.0,3.7
200406013,S2252+4832,23,342.494829,48.739896,34.4,30.0,12.1,1.15,299.0,4.0
200406013,S2252+4832,24,343.201724,48.739896,31.8,28.2,12.1,1.13,255.0,3.7
200406013,S2252+4832,26,344.615513,48.739896,37.5,31.8,12.1,1.18,352.0,4.1
200406013,S2252+4832,27,341.434487,49.145244,44.0,36.8,12.1,1.2,399.0,4.1
200406013,S2252+4832,28,342.141382,49.145244,33.5,29.4,12.2,1.14,245.0,4.1
200406013,S2252+4832,33,341.081040,49.550592,44.3,40.3,12.4,1.1,187.0,3.6
200406013,S2252+4832,34,341.787934,49.550592,38.9,33.9,12.3,1.15,270.0,3.7
200406013,S2252+4832,36,343.201724,49.550592,34.8,30.4,12.2,1.15,309.0,4.3
200406013,S2252+4832,37,343.908618,49.550592,37.4,32.3,12.2,1.16,302.0,3.8
200406013,S2252+4832,39,345.322407,49.550592,57.0,48.7,12.3,1.17,333.0,3.8
200406054,S1611+5324,2,240.983609,52.388019,53.1,48.0,12.4,1.11,188.0,3.6
200406054,S1611+5324,3,241.768672,52.388019,48.4,44.7,12.6,1.08,133.0,3.5
200406054,S1611+5324,7,244.908922,52.388019,57.1,52.4,12.6,1.09,158.0,3.7
200406054,S1611+5324,9,241.376141,52.793367,56.7,51.2,12.6,1.11,189.0,3.8
200406054,S1611+5324,10,242.161203,52.793367,53.4,44.7,12.7,1.2,344.0,3.9
200406054,S1611+5324,12,243.731328,52.793367,49.4,43.3,12.7,1.14,238.0,3.7
200406054,S1611+5324,16,241.768672,53.198715,49.7,45.6,12.7,1.09,166.0,3.6
200406054,S1611+5324,20,244.908922,53.198715,56.4,47.2,12.7,1.2,374.0,4.2
200406054,S1611+5324,22,241.376141,53.604063,50.6,42.8,12.7,1.18,333.0,4.0
200406054,S1611+5324,23,242.161203,53.604063,35.3,30.5,12.2,1.16,315.0,3.8
200406054,S1611+5324,29,242.553734,54.009411,36.9,31.3,12.2,1.18,365.0,4.0
200406054,S1611+5324,32,244.908922,54.009411,49.0,44.4,12.4,1.11,199.0,3.7
200406054,S1611+5324,33,240.591078,54.414759,49.3,44.7,12.3,1.1,208.0,3.7
200406054,S1611+5324,34,241.376141,54.414759,37.8,32.9,12.3,1.15,317.0,4.3
200406054,S1611+5324,36,242.946266,54.414759,38.3,34.0,12.4,1.13,239.0,3.8
200425057,S1421+3356,2,214.226356,32.931074,47.8,39.2,11.3,1.22,384.0,4.4
200425057,S1421+3356,6,216.483204,32.931074,47.2,38.9,11.1,1.21,338.0,4.9
200425057,S1421+3356,8,213.944251,33.336422,59.1,53.1,11.8,1.11,170.0,3.6
200425057,S1421+3356,12,216.201098,33.336422,39.4,34.7,11.4,1.13,204.0,3.9
200425057,S1421+3356,13,216.765310,33.336422,50.9,41.7,11.5,1.22,303.0,3.8
200425057,S1421+3356,14,217.329521,33.336422,55.5,48.4,11.4,1.15,219.0,3.7
200425057,S1421+3356,15,214.226356,33.741770,45.0,36.8,11.5,1.22,359.0,4.2
200425057,S1421+3356,17,215.354780,33.741770,39.6,33.2,11.5,1.19,287.0,3.9
200425057,S1421+3356,20,217.047415,33.741770,56.4,51.2,11.5,1.1,155.0,3.8
200425057,S1421+3356,22,214.508462,34.147118,43.5,36.3,11.5,1.2,292.0,3.8
200425057,S1421+3356,29,215.354780,34.552466,38.8,32.7,11.5,1.19,285.0,4.0
200425057,S1421+3356,37,216.201098,34.957814,42.0,36.3,11.6,1.16,235.0,3.8
200425057,S1421+3356,38,216.765310,34.957814,47.3,39.3,11.6,1.2,301.0,3.9
200426041,S1123+5550,5,171.375076,54.819963,39.7,33.6,12.4,1.18,381.0,4.0
200426041,S1123+5550,6,172.208510,54.819963,38.9,32.8,12.4,1.19,393.0,4.2
200426041,S1123+5550,7,173.041944,54.819963,43.8,38.1,12.4,1.15,316.0,4.2
200426041,S1123+5550,20,173.041944,55.630659,43.5,37.0,12.7,1.18,344.0,4.0
200426041,S1123+5550,21,168.458056,56.036007,41.7,37.2,12.8,1.12,239.0,4.1
200426041,S1123+5550,24,170.958359,56.036007,35.4,30.5,12.8,1.16,313.0,4.2
200426041,S1123+5550,26,172.625227,56.036007,38.6,32.4,12.7,1.19,396.0,4.4
200426041,S1123+5550,28,169.708207,56.441355,35.6,30.8,12.8,1.15,300.0,4.2
200426041,S1123+5550,29,170.541641,56.441355,33.3,29.9,12.8,1.11,215.0,3.7
200426041,S1123+5550,30,171.375076,56.441355,35.4,30.0,12.8,1.18,367.0,4.1
200426041,S1123+5550,32,173.041944,56.441355,40.9,37.2,12.7,1.1,177.0,3.6
200426041,S1123+5550,33,168.458056,56.846703,54.6,45.7,12.7,1.19,394.0,4.1
200426041,S1123+5550,34,169.291490,56.846703,46.3,40.8,12.9,1.13,260.0,4.3
200426041,S1123+5550,36,170.958359,56.846703,40.3,33.9,12.5,1.19,406.0,4.3
200426041,S1123+5550,39,173.458662,56.846703,53.3,44.8,12.8,1.19,399.0,4.0
200427001,S2341+4832,0,355.437500,48.537222,39.1,33.5,11.6,1.17,303.0,3.8
200427001,S2341+4832,2,353.846987,47.523852,45.6,39.7,11.6,1.15,300.0,4.1
200427001,S2341+4832,4,355.260776,47.523852,38.7,33.9,11.7,1.14,271.0,4.1
200427001,S2341+4832,11,355.614224,47.929200,36.2,31.8,11.7,1.14,226.0,3.7
200427001,S2341+4832,14,357.734907,47.929200,54.4,45.0,11.7,1.21,397.0,5.6
200427001,S2341+4832,17,355.260776,48.334548,46.4,38.5,11.6,1.21,408.0,4.2
200427001,S2341+4832,20,357.381460,48.334548,50.0,42.9,11.9,1.17,311.0,3.8
200427001,S2341+4832,22,354.200434,48.739896,41.8,36.5,11.9,1.14,260.0,3.8
200427001,S2341+4832,23,354.907329,48.739896,39.2,34.7,12.0,1.13,231.0,3.7
200427001,S2341+4832,26,357.028013,48.739896,46.7,38.4,11.9,1.21,397.0,4.0
200427001,S2341+4832,32,357.381460,49.145244,50.0,42.7,12.2,1.17,331.0,4.7
200427001,S2341+4832,38,357.028013,49.550592,46.0,40.4,12.1,1.14,252.0,3.7
200427042,S1427+3130,0,216.937500,31.512500,46.6,38.4,10.3,1.21,396.0,4.7
200427042,S1427+3130,9,215.976706,30.904478,52.2,43.4,10.2,1.2,338.0,4.5
200427042,S1427+3130,12,217.623782,30.904478,46.3,39.1,10.3,1.18,341.0,4.3
200427042,S1427+3130,13,218.172807,30.904478,47.8,42.1,10.4,1.13,210.0,3.6
200427042,S1427+3130,14,218.721832,30.904478,58.3,52.8,10.4,1.1,145.0,3.6
200427042,S1427+3130,16,216.251218,31.309826,43.2,38.1,10.3,1.13,205.0,3.7
200427042,S1427+3130,20,218.447320,31.309826,51.2,44.8,10.3,1.14,246.0,4.1
200427042,S1427+3130,23,216.525731,31.715174,42.7,38.3,10.3,1.12,176.0,3.6
200427042,S1427+3130,29,216.800244,32.120522,42.4,36.5,10.4,1.16,274.0,4.1
200427042,S1427+3130,30,217.349269,32.120522,46.6,38.0,10.3,1.22,407.0,4.3
200427042,S1427+3130,32,218.447320,32.120522,53.3,45.2,10.4,1.18,300.0,3.9
200427042,S1427+3130,36,217.074756,32.525870,46.5,40.4,10.4,1.15,281.0,3.8
200427042,S1427+3130,37,217.623782,32.525870,47.1,40.2,10.4,1.17,302.0,4.1
200427042,S1427+3130,38,218.172807,32.525870,52.9,43.4,10.4,1.22,391.0,4.2
200428041,S1122+5815,2,168.743617,57.252186,43.1,37.2,13.2,1.16,334.0,4.2
200428041,S1122+5815,4,170.523365,57.252186,36.1,32.6,13.2,1.11,227.0,3.6
200428041,S1122+5815,5,171.413238,57.252186,37.8,32.2,13.2,1.17,353.0,4.0
200428041,S1122+5815,8,168.298680,57.657534,58.6,51.5,14.2,1.14,222.0,3.7
200428041,S1122+5815,14,173.637923,57.657534,57.0,49.1,13.0,1.16,297.0,3.8
200428041,S1122+5815,21,168.298680,58.468230,43.0,39.1,13.5,1.1,185.0,3.7
200428041,S1122+5815,23,170.078428,58.468230,37.5,33.1,13.5,1.13,235.0,3.7
200428041,S1122+5815,24,170.968301,58.468230,38.0,33.3,13.4,1.14,263.0,3.7
200428041,S1122+5815,26,172.748049,58.468230,42.1,35.5,13.3,1.19,365.0,4.0
200428041,S1122+5815,27,168.743617,58.873578,48.7,41.5,13.7,1.18,305.0,3.9
200428041,S1122+5815,29,170.523365,58.873578,36.8,32.1,13.5,1.14,282.0,4.1
200428041,S1122+5815,30,171.413238,58.873578,37.2,32.2,13.3,1.16,278.0,3.8
200428041,S1122+5815,32,173.192986,58.873578,45.3,39.3,13.3,1.15,305.0,4.5
200428041,S1122+5815,33,168.298680,59.278926,52.1,44.8,13.4,1.16,381.0,5.6
200428041,S1122+5815,35,170.078428,59.278926,44.4,36.2,13.4,1.22,423.0,4.0
200428041,S1122+5815,38,172.748049,59.278926,42.7,36.9,13.4,1.16,293.0,3.9
200428041,S1122+5815,39,173.637923,59.278926,56.3,47.8,13.2,1.18,342.0,4.0
200429001,S2342+5058,0,355.520833,50.969167,37.1,31.8,11.9,1.17,334.0,3.8
200429001,S2342+5058,5,356.078277,49.955797,49.8,41.8,11.7,1.19,399.0,5.1
200429001,S2342+5058,6,356.821535,49.955797,39.5,34.7,11.8,1.14,258.0,3.9
200429001,S2342+5058,9,354.220131,50.361145,47.9,39.2,12.1,1.22,408.0,4.1
200429001,S2342+5058,13,357.193165,50.361145,48.0,39.6,12.0,1.21,415.0,4.1
200429001,S2342+5058,15,353.848501,50.766493,42.6,36.4,12.2,1.17,311.0,4.1
200429001,S2342+5058,16,354.591760,50.766493,36.3,32.9,12.2,1.1,185.0,3.6
200429001,S2342+5058,17,355.335018,50.766493,45.7,37.4,12.2,1.22,446.0,4.2
200429001,S2342+5058,22,354.220131,51.171841,41.5,35.9,12.2,1.16,286.0,3.9
200429001,S2342+5058,24,355.706648,51.171841,47.0,38.5,12.2,1.22,418.0,4.0
200429001,S2342+5058,29,355.335018,51.577189,37.3,34.1,12.2,1.09,169.0,3.5
200429001,S2342+5058,30,356.078277,51.577189,40.6,36.6,12.2,1.11,194.0,3.5
200429001,S2342+5058,32,357.564794,51.577189,51.1,43.3,12.2,1.18,361.0,3.9
200603135,S2258+4606,0,344.550000,46.105000,36.8,31.1,11.7,1.18,322.0,3.8
200603135,S2258+4606,2,343.031073,45.091630,43.8,39.3,11.6,1.11,198.0,3.6
200603135,S2258+4606,4,344.381230,45.091630,42.5,38.1,12.2,1.12,196.0,3.7
200603135,S2258+4606,5,345.056309,45.091630,33.5,30.2,11.8,1.11,159.0,3.5
200603135,S2258+4606,7,346.406467,45.091630,46.4,39.1,11.7,1.19,366.0,4.0
200603135,S2258+4606,8,342.693533,45.496978,51.2,45.4,12.0,1.13,200.0,3.6
200603135,S2258+4606,11,344.718770,45.496978,32.8,29.3,11.8,1.12,203.0,3.7
200603135,S2258+4606,12,345.393849,45.496978,33.2,30.4,11.8,1.09,150.0,3.5
200603135,S2258+4606,15,343.031073,45.902326,38.5,32.3,11.6,1.19,366.0,4.6
200603135,S2258+4606,17,344.381230,45.902326,34.0,29.3,11.7,1.16,289.0,3.7
200603135,S2258+4606,18,345.056309,45.902326,36.8,30.9,11.7,1.19,358.0,4.1
200603135,S2258+4606,19,345.731388,45.902326,39.1,33.0,11.7,1.18,347.0,4.0
200603135,S2258+4606,20,346.406467,45.902326,41.4,36.1,11.7,1.15,268.0,3.9
200603135,S2258+4606,23,344.043691,46.307674,32.9,28.4,11.7,1.16,307.0,3.9
200603135,S2258+4606,28,343.706151,46.713022,38.5,31.9,11.7,1.21,388.0,4.0
200603135,S2258+4606,29,344.381230,46.713022,32.6,29.4,11.7,1.11,209.0,3.6
200603135,S2258+4606,31,345.731388,46.713022,36.7,31.4,11.8,1.17,335.0,4.1
200603135,S2258+4606,32,346.406467,46.713022,45.9,40.9,11.9,1.12,204.0,3.7
200603135,S2258+4606,35,344.043691,47.118370,39.5,32.5,11.7,1.21,424.0,4.4
200603135,S2258+4606,36,344.718770,47.118370,42.6,39.8,11.7,1.07,118.0,3.5
200603135,S2258+4606,37,345.393849,47.118370,37.0,32.6,11.7,1.14,235.0,3.9
200603135,S2258+4606,38,346.068927,47.118370,45.6,37.4,11.7,1.22,416.0,4.0
