ObsID,Name,Beam,RA,Dec,V valid,QU valid,sigma_in,sigma_out,FT_max,peak_inner,bmin,Q_beam_frac,U_beam_frac,Q_noise_frac,U_noise_frac
190714041,S1444+5058,24,221.248315,51.171841,True,False,35.7,35.2,4.0,473.1,13.0,0.33,0.33,0.08,0.08
190714041,S1444+5058,25,221.991573,51.171841,True,False,37.3,36.8,6.3,675.0,13.0,0.33,0.33,0.08,0.08
190714041,S1444+5058,26,222.734832,51.171841,True,False,39.3,38.8,5.2,665.8,13.0,0.33,0.33,0.08,0.08
190714041,S1444+5058,27,219.390168,51.577189,True,True,39.3,38.4,4.7,1464.9,13.0,0.29,0.29,0.08,0.08
190714041,S1444+5058,28,220.133427,51.577189,False,False,63.2,60.1,14.1,1052.0,12.0,0.08,0.08,0.79,0.12
190714041,S1444+5058,29,220.876685,51.577189,False,False,72.6,49.3,5.1,3324.1,11.1,0.08,0.08,0.79,0.12
190714041,S1444+5058,30,221.619944,51.577189,False,False,39.3,38.8,6.4,313.4,23.0,1.0,1.0,0.12,0.08
190714041,S1444+5058,31,222.363202,51.577189,True,False,35.1,34.9,5.5,310.3,13.0,0.33,0.33,0.08,0.08
190714041,S1444+5058,32,223.106461,51.577189,False,False,60.8,57.6,17.4,1644.7,13.0,0.42,0.42,0.21,0.12
190714041,S1444+5058,33,219.018539,51.982537,False,False,55.4,56.8,13.6,1047.7,21.6,1.0,1.0,0.25,0.25
190714041,S1444+5058,34,219.761798,51.982537,True,False,39.1,38.6,4.3,539.9,13.0,0.38,0.38,0.08,0.08
190714041,S1444+5058,35,220.505056,51.982537,None,False,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
190714041,S1444+5058,36,221.248315,51.982537,False,False,90.4,37.3,3.6,12712.4,13.0,0.42,0.42,0.54,0.08
190714041,S1444+5058,37,221.991573,51.982537,True,False,42.7,42.6,6.4,432.4,13.0,0.33,0.33,0.08,0.08
190714041,S1444+5058,38,222.734832,51.982537,True,False,42.6,42.5,15.4,626.4,13.0,0.38,0.38,0.12,0.12
190714041,S1444+5058,39,223.478090,51.982537,False,True,69.5,66.8,10.5,2558.0,12.0,0.08,0.08,0.21,0.21
